NQUEST,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA11,YTA12,YTA2,YTA31,YCA1,YCA2,YTA32,YTA4,YTA5,YL,YTP,YTA3,YTA,YT,YM,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
926224,1,0,0,6000,0,0,0,0,0,0,0,2400,0,0,0,0,6000,0,0,6000,0,2400,3.0988702722,0,0,0,3.0988702722,2403.0988703,8403.0988703
926224,2,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,9600
926269,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,6.1977405444,0,0,0,6.1977405444,4206.1977405,4206.1977405
926274,1,0,0,11908,0,0,0,0,0,0,0,5400,0,0,0,0,11908,0,0,11908,0,5400,3.4087572994,0,0,0,3.4087572994,5403.4087573,17311.408757
926276,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,6000,6000
926276,2,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000
926278,1,0,0,24700,0,0,0,0,0,0,0,6000,0,0,0,0,24700,0,0,24700,0,6000,37.186443267,0,0,0,37.186443267,6037.1864433,30737.186443
926331,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,6000,6000
926331,2,0,0,11830,0,0,0,0,0,0,0,0,0,0,0,0,11830,0,0,11830,0,0,0,0,0,0,0,0,11830
926401,1,0,0,6000,0,0,0,0,0,0,0,2400,0,0,0,0,6000,0,0,6000,0,2400,3.0988702722,0,0,0,3.0988702722,2403.0988703,8403.0988703
926401,2,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,6000,0,0,0,0,0,0,0,0,6000
926421,1,15000,0,0,0,0,0,0,0,0,0,4200,0,0,0,15000,0,0,0,0,0,4200,0,0,0,0,0,4200,19200
926423,1,10000,0,0,0,4500,0,4500,0,0,0,6084,0,0,0,10000,0,0,4500,4500,0,6084,0.2351738172,0,0,287.09398763,-286.8588138,5797.1411862,20297.141186
926423,3,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,8000
926448,1,0,0,31200,0,0,0,0,0,0,0,4800,0,0,0,0,31200,0,0,31200,0,4800,46.483054083,0,0,0,46.483054083,4846.4830541,36046.483054
926448,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,10000
926493,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,6.1667518417,0,0,0,6.1667518417,4206.1667518,4206.1667518
926503,1,8000,0,0,0,0,0,0,0,0,0,10500,0,0,0,8000,0,0,0,0,0,10500,0,0,0,0,0,10500,18500
926585,1,0,0,16250,0,0,0,0,0,0,0,5400,0,0,0,0,16250,0,0,16250,0,5400,7.7471756805,0,0,0,7.7471756805,5407.7471757,21657.747176
926645,1,3100,0,18200,0,0,0,0,0,0,0,6600,0,0,0,3100,18200,0,0,18200,0,6600,55.7796649,0,190.23984488,0,246.01950978,6846.0195098,28146.01951
926645,2,0,0,21840,0,0,0,0,0,0,0,0,0,0,0,0,21840,0,0,21840,0,0,0,0,0,0,0,0,21840
926676,1,0,0,9100,0,0,0,0,0,0,1200,4200,0,0,0,0,9100,0,0,9100,0,5400,30.988702722,0,0,0,30.988702722,5430.9887027,14530.988703
926676,2,0,0,0,0,800,0,800,0,0,0,0,0,0,0,0,0,0,800,800,16000,0,0,0,0,0,0,0,16800
926719,1,0,0,20540,0,0,0,0,0,0,0,3600,0,0,0,0,20540,0,0,20540,0,3600,9.2966108166,0,0,0,9.2966108166,3609.2966108,24149.296611
926719,3,18200,762,0,0,0,0,0,0,0,0,0,0,0,0,18962,0,0,0,0,0,0,0,0,0,0,0,0,18962
926723,1,0,0,0,0,0,0,0,0,0,4300,8500,0,2200,0,0,0,0,2200,2200,0,12800,37.189542137,0,0.3942494038,0,37.583791541,12837.583792,15037.583792
926723,2,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,4200,0,0,0,0,0,0,0,0,4200
926769,1,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,10.846045953,0,0,0,10.846045953,10.846045953,15610.846046
926849,1,20000,200,0,0,0,0,0,0,0,0,10800,0,0,0,20200,0,0,0,0,0,10800,49.65914931,0,119.44627022,0,169.10541953,10969.10542,31169.10542
926851,1,0,0,12350,0,0,0,0,0,0,0,3600,0,0,0,0,12350,0,0,12350,0,3600,24.794061048,0,0,71.773496908,-46.97943586,3553.0205641,15903.020564
926856,1,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,3000,1.3268267335,0,0,0,1.3268267335,3001.3268267,3001.3268267
926856,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,8500
926856,3,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,14000
926857,1,0,0,10530,0,0,0,0,0,0,0,3600,0,0,0,0,10530,0,0,10530,0,3600,0,0,0,0,0,3600,14130
926859,1,0,0,9100,0,0,0,0,0,0,0,3600,0,0,0,0,9100,0,0,9100,0,3600,0.6197740544,0,0,0,0.6197740544,3600.6197741,12700.619774
926864,1,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,3600,3600
926864,2,0,0,16250,0,0,0,0,0,0,0,0,0,0,0,0,16250,0,0,16250,0,0,0,0,0,0,0,0,16250
926868,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,10.846045953,0,0,0,10.846045953,4210.846046,4210.846046
926868,2,0,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,20800,0,0,0,0,0,0,0,0,20800
926868,3,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
926870,1,0,0,8840,0,0,0,0,0,0,0,3600,0,0,0,0,8840,0,0,8840,0,3600,0,0,0,0,0,3600,12440
926901,1,0,0,14105,0,0,0,0,0,0,0,7200,0,0,0,0,14105,0,0,14105,0,7200,9.1587168245,0,0,0,9.1587168245,7209.1587168,21314.158717
926908,1,0,0,15600,0,0,0,0,0,0,0,8400,0,0,0,0,15600,0,0,15600,0,8400,0.3724678654,0,3040.3093856,0,3040.6818535,11440.681853,27040.681853
926909,1,0,0,23400,0,0,0,0,0,0,0,9160,0,0,0,0,23400,0,0,23400,0,9160,73.060713362,0,0,0,73.060713362,9233.0607134,32633.060713
926941,1,0,0,0,0,0,0,0,0,0,0,6100,0,2900,0,0,0,0,2900,2900,20000,6100,42.762949136,0,0,0,42.762949136,6142.7629491,29042.762949
926941,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,22000
926950,1,0,0,0,0,200,0,200,0,0,0,4800,0,0,0,0,0,0,200,200,0,4800,159.78850792,0,852.536816,0,1012.3253239,5812.3253239,6012.3253239
926950,2,0,0,32500,0,0,0,0,0,0,0,0,0,0,0,0,32500,0,0,32500,0,0,0,0,0,0,0,0,32500
926966,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,4.3039712183,0,0,717.73496908,-713.4309979,5286.5690021,5286.5690021
926966,2,0,0,21684,0,0,0,0,0,0,0,0,0,0,0,0,21684,0,0,21684,0,0,0,0,0,0,0,0,21684
926966,3,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,6300
926972,1,0,0,11700,0,0,0,0,0,0,0,8400,0,0,0,0,11700,0,0,11700,0,8400,2.6381784049,0,0,0,2.6381784049,8402.6381784,20102.638178
926973,1,28600,1500,0,0,0,0,0,0,0,1600,9180,0,0,0,30100,0,0,0,0,0,10780,78.758086247,0,0,394.75423299,-315.9961467,10464.003853,40564.003853
927002,1,0,0,35100,0,0,0,0,0,0,0,6000,0,0,0,0,35100,0,0,35100,0,6000,30.988702722,0,0,0,30.988702722,6030.9887027,41130.988703
927023,1,35000,0,0,0,0,0,0,0,0,0,5750,0,1000,0,35000,0,0,1000,1000,0,5750,24.790962178,0,0,1758.4506742,-1733.659712,4016.3402879,40016.340288
927023,2,11421.69,0,0,0,1178.313253,578.31325301,600,0,0,0,0,0,0,0,11421.686747,0,0,1178.313253,1178.313253,0,0,0,0,0,0,0,0,12600
927056,1,0,0,18850,0,0,0,0,0,0,0,9600,0,0,0,0,18850,0,0,18850,0,9600,86.768367622,0,0,0,86.768367622,9686.7683676,28536.768368
927056,2,0,0,16250,0,0,0,0,0,0,0,0,0,0,0,0,16250,0,0,16250,0,0,0,0,0,0,0,0,16250
927092,1,24000,500,0,0,0,0,0,0,0,0,12150,20000,0,0,24500,0,-20000,-20000,-20000,0,12150,89.867237894,0,0,0,89.867237894,12239.867238,16739.867238
927092,2,19000,350,0,0,0,0,0,0,0,0,0,0,0,0,19350,0,0,0,0,0,0,0,0,0,0,0,0,19350
927097,1,0,0,29900,0,0,0,0,0,0,0,6400,0,0,0,0,29900,0,0,29900,0,6400,61.977405444,0,0,0,61.977405444,6461.9774054,36361.977405
927097,2,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,14300
927108,1,18370.34,0,0,0,1129.66,1129.66,0,0,0,1000,12000,0,0,0,18370.34,0,0,1129.66,1129.66,0,13000,108.46045953,0,59.137410574,897.16871135,-729.5708412,12270.429159,31770.429159
927108,2,0,0,18200,0,0,0,0,0,0,0,0,0,0,0,0,18200,0,0,18200,5000,0,0,0,0,0,0,0,23200
927111,1,20629.96,0,0,0,370.04405286,370.04405286,0,0,0,0,5400,0,500,0,20629.955947,0,0,870.04405286,870.04405286,0,5400,43.384183811,0,0,1435.4699382,-1392.085754,4007.9142457,25507.914246
927111,2,14685.86,0,0,0,814.13612565,314.13612565,500,0,0,0,0,0,0,0,14685.863874,0,0,814.13612565,814.13612565,0,0,0,0,0,0,0,0,15500
927117,1,0,0,0,0,0,0,0,0,0,9600,9600,0,0,0,0,0,0,0,0,0,19200,68.175145989,0,0,0,68.175145989,19268.175146,19268.175146
927117,2,24740.68,0,0,0,2259.32,2259.32,0,0,0,0,0,0,0,0,24740.68,0,0,2259.32,2259.32,0,0,0,0,0,0,0,0,27000
927117,4,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,12000
927127,1,0,0,26000,0,0,0,0,0,0,0,5400,0,0,0,0,26000,0,0,26000,0,5400,340.87572994,0,0,0,340.87572994,5740.8757299,31740.87573
927128,1,0,0,15600,0,0,0,0,0,0,0,7200,0,0,0,0,15600,0,0,15600,0,7200,46.483054083,0,0,0,46.483054083,7246.4830541,22846.483054
927128,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
927131,1,0,0,8840,0,0,0,0,0,0,0,1200,0,0,0,0,8840,0,0,8840,0,1200,2.4790962178,0,0,0,2.4790962178,1202.4790962,10042.479096
927175,1,0,0,16900,0,0,0,0,0,0,0,8200,0,0,0,0,16900,0,0,16900,0,8200,32.546217785,0,0,0,32.546217785,8232.5462178,25132.546218
927180,1,27000,0,0,0,0,0,0,0,0,0,8600,0,0,0,27000,0,0,0,0,0,8600,30.988702722,0,0,0,30.988702722,8630.9887027,35630.988703
927183,1,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,5000,6600,30.988702722,0,0,0,30.988702722,6630.9887027,11630.988703
927183,2,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,25000
927196,1,0,0,11700,0,0,0,0,0,0,0,3000,0,0,0,0,11700,0,0,11700,0,3000,0,0,0,0,0,3000,14700
927250,1,7500,0,0,0,4500,0,4500,0,0,0,4200,0,0,0,7500,0,0,4500,4500,0,4200,9.863207276,0,0,0,9.863207276,4209.8632073,16209.863207
927356,1,0,0,32500,0,0,0,0,0,0,0,9000,20000,0,0,0,32500,-20000,-20000,12500,0,9000,20.142656769,0,0,0,20.142656769,9020.1426568,21520.142657
927356,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
927362,1,0,0,24310,0,0,0,0,0,0,0,8400,0,0,0,0,24310,0,0,24310,0,8400,15.494351361,0,0,0,15.494351361,8415.4943514,32725.494351
927362,2,0,0,4290,0,0,0,0,0,0,0,0,0,0,0,0,4290,0,0,4290,0,0,0,0,0,0,0,0,4290
927373,1,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,4.6483054083,0,0,0,4.6483054083,4.6483054083,15604.648305
927373,2,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,17000
927439,1,0,0,8060,0,0,0,0,0,0,0,3600,0,0,0,0,8060,0,0,8060,0,3600,0,0,0,0,0,3600,11660
927441,1,0,0,6500,0,0,0,0,0,0,0,3600,0,0,0,0,6500,0,0,6500,0,3600,37.186443267,0,0,0,37.186443267,3637.1864433,10137.186443
927441,2,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,6500
927473,1,11666.67,0,0,0,1333.3333333,1333.3333333,0,0,0,0,7800,0,0,0,11666.666667,0,0,1333.3333333,1333.3333333,0,7800,21.165465612,0,0,0,21.165465612,7821.1654656,20821.165466
927532,1,0,0,6110,0,0,0,0,0,0,0,1800,0,0,0,0,6110,0,0,6110,0,1800,45.863280029,0,0,0,45.863280029,1845.86328,7955.86328
927537,1,0,0,12740,0,0,0,0,0,0,0,3600,0,0,0,0,12740,0,0,12740,0,3600,30.988702722,0,0,0,30.988702722,3630.9887027,16370.988703
927537,2,0,0,10660,0,0,0,0,0,0,0,0,0,0,0,0,10660,0,0,10660,0,0,0,0,0,0,0,0,10660
927621,1,0,0,0,0,0,0,0,0,0,0,7200,0,2000,0,0,0,0,2000,2000,15000,7200,30.278670665,46.617328155,150.8149045,0,227.71090332,7427.7109033,24427.710903
927621,2,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,3360,0,0,0,0,0,0,0,0,3360
927631,1,0,0,18000,0,0,0,0,0,0,0,6000,0,0,0,0,18000,0,0,18000,0,6000,113.01693626,0,0,0,113.01693626,6113.0169363,24113.016936
927632,1,0,0,10560,0,0,0,0,0,0,0,7200,0,0,0,0,10560,0,0,10560,10000,7200,129.7427387,0,0,0,129.7427387,7329.7427387,27889.742739
927647,1,0,0,9444,0,0,0,0,0,0,0,0,0,0,0,0,9444,0,0,9444,0,0,27.104012613,0,0,0,27.104012613,27.104012613,9471.1040126
927654,1,14400,0,0,0,4800,4800,0,0,0,0,0,0,0,0,14400,0,0,4800,4800,0,0,18.599265105,0,0,0,18.599265105,18.599265105,19218.599265
927654,2,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,1200,0,0,0,0,0,0,0,0,1200
927669,1,5000,0,0,0,2800,0,2800,0,0,0,4200,0,0,0,5000,0,0,2800,2800,0,4200,0,0,0,843.33858867,-843.3385887,3356.6614113,11156.661411
927673,1,0,0,17550,0,0,0,0,0,0,4500,6000,0,0,0,0,17550,0,0,17550,0,10500,6.1977405444,0,519.95021213,0,526.14795267,11026.147953,28576.147953
927673,2,0,0,17550,0,0,0,0,0,0,0,0,0,0,0,0,17550,0,0,17550,0,0,0,0,0,0,0,0,17550
927679,1,0,0,22360,0,0,0,0,0,0,0,6000,0,0,0,0,22360,0,0,22360,0,6000,46.483054083,0,0,0,46.483054083,6046.4830541,28406.483054
927679,2,0,0,17420,0,0,0,0,0,0,0,0,0,0,0,0,17420,0,0,17420,0,0,0,0,0,0,0,0,17420
927686,1,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,5400,3.0988702722,69.925992233,0,0,73.024862505,5473.0248625,5473.0248625
927686,2,0,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,20800,0,0,0,0,0,0,0,0,20800
927687,1,0,0,0,0,0,0,0,0,0,11300,10800,0,0,0,0,0,0,0,0,0,22100,15.494351361,0,603.259618,0,618.75396936,22718.753969,22718.753969
927687,2,0,0,23790,0,0,0,0,0,0,0,0,0,0,0,0,23790,0,0,23790,0,0,0,0,0,0,0,0,23790
927693,1,16000,0,0,0,0,0,0,0,0,0,9600,0,0,0,16000,0,0,0,0,0,9600,30.988702722,0,0,4934.4279124,-4903.43921,4696.5607903,20696.56079
927693,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
927696,1,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,19006.197741
927696,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,1500
927704,1,0,0,0,0,0,0,0,0,0,0,4800,0,1200,0,0,0,0,1200,1200,20000,4800,15.494351361,0,0,0,15.494351361,4815.4943514,26015.494351
927709,1,0,0,14300,0,0,0,0,0,0,0,4200,0,0,0,0,14300,0,0,14300,0,4200,10.846045953,0,0,0,10.846045953,4210.846046,18510.846046
927709,2,0,0,10010,0,0,0,0,0,0,0,0,0,0,0,0,10010,0,0,10010,0,0,0,0,0,0,0,0,10010
927716,1,0,0,10400,0,0,0,0,0,0,0,7200,0,0,0,0,10400,0,0,10400,0,7200,0,0,0,0,0,7200,17600
927716,2,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,7800
927721,1,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,4.1409840325,0,0,0,4.1409840325,4.1409840325,19004.140984
927798,1,0,0,17400,0,0,0,0,0,0,0,4200,0,0,0,0,17400,0,0,17400,0,4200,92.966108166,0,0,0,92.966108166,4292.9661082,21692.966108
927802,1,18000,0,0,0,1200,1200,0,0,0,0,4800,1000,0,0,18000,0,-1000,200,200,0,4800,27.88983245,0,0,0,27.88983245,4827.8898324,23027.889832
927802,2,0,0,3640,0,0,0,0,0,0,0,0,0,0,0,0,3640,0,0,3640,0,0,0,0,0,0,0,0,3640
927805,1,0,0,0,0,0,0,0,0,0,0,4200,0,1200,0,0,0,0,1200,1200,12000,4200,21.692091905,0,0,0,21.692091905,4221.6920919,17421.692092
927805,2,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,9600,0,0,0,0,0,0,0,0,9600
927814,1,24000,0,0,0,0,0,0,0,0,0,4800,0,0,0,24000,0,0,0,0,0,4800,187.48165147,0,0,0,187.48165147,4987.4816515,28987.481651
927814,2,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
927814,3,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000
927836,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,3006.1977405
927836,2,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,5600
927841,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,9.2966108166,0,0,0,9.2966108166,4209.2966108,4209.2966108
927841,2,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,15600
927843,1,0,0,10920,0,0,0,0,0,0,0,1300,0,0,0,0,10920,0,0,10920,0,1300,6.1977405444,0,0,0,6.1977405444,1306.1977405,12226.197741
927844,1,0,0,19500,0,0,0,0,0,0,0,3600,0,0,0,0,19500,0,0,19500,0,3600,136.35029198,0,0,0,136.35029198,3736.350292,23236.350292
927851,1,0,0,14300,0,0,0,0,0,0,0,2600,0,0,0,0,14300,0,0,14300,0,2600,15.494351361,0,0,0,15.494351361,2615.4943514,16915.494351
927851,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
927854,1,0,0,20800,0,0,0,0,0,0,0,4900,0,0,0,0,20800,0,0,20800,0,4900,21.692091905,0,0,0,21.692091905,4921.6920919,25721.692092
927866,1,0,0,8138,0,0,0,0,0,0,0,2400,0,0,0,0,8138,0,0,8138,0,2400,9.2966108166,0,0,0,9.2966108166,2409.2966108,10547.296611
927880,1,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,900,900,0,0,13.944916225,0,0,0,13.944916225,13.944916225,913.94491622
927882,1,0,0,9490,0,0,0,0,0,0,0,3900,0,0,0,0,9490,0,0,9490,0,3900,108.46045953,0,0,0,108.46045953,4008.4604595,13498.46046
927910,1,0,0,0,0,5500,0,5500,0,0,0,3000,0,0,6000,0,0,0,11500,11500,0,3000,0,0,0,0,0,3000,14500
927917,1,0,0,9750,0,0,0,0,0,0,0,2400,0,0,0,0,9750,0,0,9750,0,2400,15.494351361,0,0,0,15.494351361,2415.4943514,12165.494351
927941,1,0,0,9600,0,200,0,200,0,0,0,3600,0,0,0,0,9600,0,200,9800,0,3600,2.4790962178,0,0,28.709398763,-26.23030255,3573.7696975,13373.769697
927944,1,19000,0,0,0,0,0,0,0,0,0,5625,0,0,0,19000,0,0,0,0,0,5625,92.966108166,0,0,0,92.966108166,5717.9661082,24717.966108
927946,1,0,0,19500,0,0,0,0,0,0,0,4800,0,0,0,0,19500,0,0,19500,0,4800,68.175145989,0,0,0,68.175145989,4868.175146,24368.175146
927946,2,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,4200,0,0,0,0,0,0,0,0,4200
927983,1,0,0,35750,0,0,0,0,0,0,0,14900,0,0,0,0,35750,0,0,35750,0,14900,540.7528625,0,0,0,540.7528625,15440.752863,51190.752863
927983,2,0,0,21840,0,0,0,0,0,0,0,0,0,0,0,0,21840,0,0,21840,0,0,0,0,0,0,0,0,21840
927983,3,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
927988,1,0,0,15600,0,0,0,0,0,0,0,7200,0,0,0,0,15600,0,0,15600,0,7200,0,0,0,0,0,7200,22800
927988,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
927994,1,0,0,13000,0,0,0,0,0,0,0,7200,0,0,0,0,13000,0,0,13000,0,7200,0.9296610817,0,0,617.25207341,-616.3224123,6583.6775877,19583.677588
928008,1,0,0,0,0,0,0,0,0,0,0,1800,0,100,4500,0,0,0,4600,4600,0,1800,0,0,0,0,0,1800,6400
928021,1,0,0,15600,0,0,0,0,0,0,0,7200,0,0,0,0,15600,0,0,15600,0,7200,10.244448159,0,0,0,10.244448159,7210.2444482,22810.244448
928027,1,0,0,9100,0,0,0,0,0,0,0,3600,0,0,0,0,9100,0,0,9100,0,3600,9.2966108166,0,0,0,9.2966108166,3609.2966108,12709.296611
928029,1,0,0,24310,0,0,0,0,0,0,0,9600,0,0,0,0,24310,0,0,24310,0,9600,142.87048836,0,0,0,142.87048836,9742.8704884,34052.870488
928034,1,0,0,9880,0,700,0,700,0,0,0,0,0,300,0,0,9880,0,1000,10880,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,10881.549435
928037,1,0,0,54230,0,0,0,0,0,0,5000,9600,0,0,0,0,54230,0,0,54230,0,14600,151.27642932,50.019131326,319.22512066,1076.6024536,-556.0817723,14043.918228,68273.918228
928068,1,0,0,23400,0,0,0,0,0,0,0,9600,0,0,0,0,23400,0,0,23400,0,9600,12.189989476,46.136184979,0,0,58.326174455,9658.3261745,33058.326174
928080,1,0,0,0,0,0,0,0,0,0,7200,7200,0,0,0,0,0,0,0,0,0,14400,77.471756805,0,0,0,77.471756805,14477.471757,14477.471757
928082,1,0,0,20150,0,0,0,0,0,0,0,9600,0,0,0,0,20150,0,0,20150,0,9600,14.924936233,0,0,0,14.924936233,9614.9249362,29764.924936
928085,1,40000,0,0,0,0,0,0,0,0,43800,14400,0,0,0,40000,0,0,0,0,0,58200,309.88702722,0,0,7069.6894454,-6759.802418,51440.197582,91440.197582
928085,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
928117,1,14400,0,0,0,0,0,0,0,0,0,6000,0,0,0,14400,0,0,0,0,0,6000,53.35745127,0,0,0,53.35745127,6053.3574513,20453.357451
928158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4790962178,0,0,0,2.4790962178,2.4790962178,2.4790962178
928158,2,1200,0,0,0,4800,4800,0,0,0,0,0,0,0,0,1200,0,0,4800,4800,0,0,0,0,0,0,0,0,6000
928158,3,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
928158,4,0,0,0,0,300,0,300,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,300
928161,1,30000,0,0,0,0,0,0,0,0,0,4800,0,0,0,30000,0,0,0,0,0,4800,92.966108166,0,0,0,92.966108166,4892.9661082,34892.966108
928161,2,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,10800,0,0,0,0,0,0,0,0,10800
928162,1,0,0,12000,0,0,0,0,0,0,0,1800,0,0,0,0,12000,0,0,12000,0,1800,0,0,0,0,0,1800,13800
928174,1,7000,0,0,0,1000,0,1000,0,0,0,12000,0,900,0,7000,0,0,1900,1900,0,12000,38.735878403,0,0,466.5277299,-427.7918515,11572.208149,20472.208149
928174,2,14611.02,0,0,0,3388.98,3388.98,0,0,0,0,0,0,0,0,14611.02,0,0,3388.98,3388.98,0,0,0,0,0,0,0,0,18000
928174,3,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,15600
928179,1,13200,0,0,0,0,0,0,0,0,0,3000,0,0,0,13200,0,0,0,0,0,3000,6.1977405444,0,0,0,6.1977405444,3006.1977405,16206.197741
928179,3,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,25000
928185,1,18000,0,0,0,0,0,0,0,0,0,1200,0,600,0,18000,0,0,600,600,0,1200,0,0,0,0,0,1200,19800
928200,1,0,0,0,0,0,0,0,0,0,0,5550,500,0,0,0,0,-500,-500,-500,0,5550,94.285720007,0,0,1561.0735577,-1466.787838,4083.2121623,3583.2121623
928200,2,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,0,0,0,0,0,0,0,0,0,0,0,0,25500
928204,1,0,0,8160,0,0,0,0,0,0,0,5400,0,0,0,0,8160,0,0,8160,0,5400,3.4087572994,0,0,0,3.4087572994,5403.4087573,13563.408757
928212,1,0,0,9600,0,0,0,0,0,0,0,4200,0,0,0,0,9600,0,0,9600,0,4200,3.0988702722,0,0,0,3.0988702722,4203.0988703,13803.09887
928253,1,11000,0,0,0,0,0,0,0,0,0,6000,0,0,0,11000,0,0,0,0,0,6000,30.988702722,0,403.26244634,0,434.25114907,6434.2511491,17434.251149
