NQUEST,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA11,YTA12,YTA2,YTA31,YCA1,YCA2,YTA32,YTA4,YTA5,YL,YTP,YTA3,YTA,YT,YM,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
887498,2,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,16000
887498,3,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,300
887498,4,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,0,0,200
887611,1,17000,150,0,0,1500,0,1500,0,0,0,5400,0,0,0,17150,0,0,1500,1500,0,5400,52.683893498,0,31.539952306,0,84.223845804,5484.2238458,24134.223846
887611,2,4000,100,0,0,4000,0,4000,0,0,0,0,0,0,0,4100,0,0,4000,4000,0,0,0,0,0,0,0,0,8100
887614,1,0,0,0,0,0,0,0,0,0,0,6000,0,800,4200,0,0,0,5000,5000,0,6000,1.2395481089,0,0,0,1.2395481089,6001.2395481,11001.239548
887614,3,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,200
887655,1,27000,0,0,0,0,0,0,0,0,0,4200,0,0,0,27000,0,0,0,0,0,4200,13.015255143,0,0,0,13.015255143,4213.0152551,31213.015255
887679,1,0,0,22100,0,0,0,0,0,0,0,4200,0,0,0,0,22100,0,0,22100,0,4200,75.251143576,0,0,0,75.251143576,4275.2511436,26375.251144
887736,1,24000,0,0,0,0,0,0,0,0,0,5400,0,0,0,24000,0,0,0,0,0,5400,12.395481089,0,0,0,12.395481089,5412.3954811,29412.395481
887755,1,11142.86,0,0,0,4457.1428571,4457.1428571,0,0,0,0,4800,0,0,0,11142.857143,0,0,4457.1428571,4457.1428571,0,4800,15.494351361,0,0,224.29217784,-208.7978265,4591.2021735,20191.202174
887755,2,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600
887782,1,0,0,13000,0,0,0,0,0,0,0,4800,0,0,0,0,13000,0,0,13000,0,4800,6.1977405444,0,0,0,6.1977405444,4806.1977405,17806.197741
887787,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,30.988702722,0,0,0,30.988702722,6030.9887027,6030.9887027
887787,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
887859,1,0,0,10400,0,0,0,0,0,0,0,6000,0,0,0,0,10400,0,0,10400,0,6000,153.29486526,0,89.848161005,0,243.14302626,6243.1430263,16643.143026
887863,1,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,7200,221.3761294,0,0,1076.6024536,-855.2263242,6344.7736758,6344.7736758
887863,2,23000,600,0,0,0,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,0,0,0,23600
888112,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,9.2966108166,0,0,0,9.2966108166,4209.2966108,4209.2966108
888112,2,10769.23,0,0,0,1230.7692308,1230.7692308,0,0,0,0,0,0,0,0,10769.230769,0,0,1230.7692308,1230.7692308,0,0,0,0,0,0,0,0,12000
888112,3,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,6800
888178,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,10.048082263,0,5.7211081122,0,15.769190375,4215.7691904,4215.7691904
888185,1,25000,0,0,0,0,0,0,0,0,0,12000,0,0,0,25000,0,0,0,0,0,12000,0,0,18.936579229,0,18.936579229,12018.936579,37018.936579
888185,2,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,65000
888185,3,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,30000
888292,1,0,0,3120,0,0,0,0,0,0,0,7200,0,0,0,0,3120,0,0,3120,0,7200,0,0,0,0,0,7200,10320
888304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,3120,3120,0,0,14.874577307,0,0,0,14.874577307,14.874577307,3134.8745773
888304,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
888304,3,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000
888363,1,0,0,21000,0,0,0,0,0,0,0,3600,0,0,0,0,21000,0,0,21000,0,3600,0.0326383261,0,0,0,0.0326383261,3600.0326383,24600.032638
888377,1,22000,0,0,0,0,0,0,0,0,0,6000,0,0,0,22000,0,0,0,0,0,6000,15.494351361,0,0,0,15.494351361,6015.4943514,28015.494351
888390,1,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,6500
888390,2,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,12500
888390,3,0,0,2990,0,0,0,0,0,0,0,0,0,0,0,0,2990,0,0,2990,0,0,0,0,0,0,0,0,2990
888404,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,7.7471756805,0,0,0,7.7471756805,6007.7471757,6007.7471757
888404,2,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,14300
888413,1,0,0,11700,0,0,0,0,0,0,0,7200,0,0,0,0,11700,0,0,11700,0,7200,4.6483054083,139.85198447,0,0,144.50028987,7344.5002899,19044.50029
888413,2,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,7800
888436,1,0,0,12750,0,0,0,0,0,0,0,8400,0,0,0,0,12750,0,0,12750,0,8400,30.988702722,0,0,0,30.988702722,8430.9887027,21180.988703
888452,1,20800,0,0,0,0,0,0,0,0,0,12000,0,0,0,20800,0,0,0,0,0,12000,69.724581125,0,678.66707025,0,748.39165137,12748.391651,33548.391651
888452,2,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,24000
888455,1,100000,0,0,0,0,0,0,0,0,0,12000,0,0,0,100000,0,0,0,0,0,12000,1195.6844037,0,0,0,1195.6844037,13195.684404,113195.6844
888455,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
888606,1,30000,0,0,0,0,0,0,0,0,0,6000,0,200,0,30000,0,0,200,200,0,6000,15.494351361,0,197.12470191,0,212.61905328,6212.6190533,36412.619053
888606,2,20000,0,0,0,2000,0,2000,0,0,0,0,0,0,0,20000,0,0,2000,2000,0,0,0,0,0,0,0,0,22000
888623,1,0,0,0,0,0,0,0,0,0,0,4000,0,4400,0,0,0,0,4400,4400,2117.6470588,4000,376.51273807,0,0,0,376.51273807,4376.5127381,10894.159797
888623,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882.35294118,0,0,0,0,0,0,0,882.35294118
888843,1,23900,300,0,0,100,0,100,0,0,0,6000,0,0,0,24200,0,0,100,100,0,6000,18.593221633,0,0,0,18.593221633,6018.5932216,30318.593222
888843,2,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,3600,3600,3600,0,0,0,0,0,0,0,0,3600
888848,1,0,0,0,0,0,0,0,0,0,0,14400,0,1200,0,0,0,0,1200,1200,50000,14400,153.50615434,0,0,4306.4098145,-4152.90366,10247.09634,61447.09634
888848,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,35000
888873,1,0,0,12200,0,0,0,0,0,0,0,0,0,0,0,0,12200,0,0,12200,0,0,6.8639123162,0,0,0,6.8639123162,6.8639123162,12206.863912
889014,1,0,0,13000,0,0,0,0,0,0,0,7200,0,0,0,0,13000,0,0,13000,0,7200,6.1977405444,0,0,0,6.1977405444,7206.1977405,20206.197741
889014,2,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,15600
889047,1,11000,0,14300,0,0,0,0,0,0,0,4200,3600,0,0,11000,14300,-3600,-3600,10700,0,4200,71.609210928,0,0,0,71.609210928,4271.6092109,25971.609211
889109,1,0,0,0,0,4000,0,4000,0,0,0,0,0,400,0,0,0,0,4400,4400,0,0,10.536158926,0,0,0,10.536158926,10.536158926,4410.5361589
889192,1,19500,0,0,0,0,0,0,0,0,0,8400,0,0,0,19500,0,0,0,0,0,8400,49.581924355,0,0,0,49.581924355,8449.5819244,27949.581924
889192,2,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400
889192,3,0,0,6180,0,1000,0,1000,0,0,0,0,0,0,0,0,6180,0,1000,7180,0,0,0,0,0,0,0,0,7180
889251,1,0,0,18000,0,0,0,0,0,0,0,0,20000,0,0,0,18000,-20000,-20000,-2000,15000,0,24.790962178,0,0,0,24.790962178,24.790962178,13024.790962
889378,1,10500,0,0,0,0,0,0,0,0,0,4800,0,600,0,10500,0,0,600,600,0,4800,12.395481089,0,0,0,12.395481089,4812.3954811,15912.395481
889378,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
889402,1,31000,0,0,0,0,0,0,0,0,0,10300,0,0,0,31000,0,0,0,0,0,10300,68.175145989,0,63.079904613,0,131.2550506,10431.255051,41431.255051
889402,2,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,17000
889497,1,28000,0,0,0,1800,1800,0,0,0,0,9000,0,0,0,28000,0,0,1800,1800,0,9000,182.83334606,0,0,0,182.83334606,9182.8333461,38982.833346
889497,3,15000,0,0,0,500,500,0,0,0,0,0,0,0,0,15000,0,0,500,500,0,0,0,0,0,0,0,0,15500
889512,1,0,0,10855,0,0,0,0,0,0,0,4900,0,0,0,0,10855,0,0,10855,0,4900,14.874577307,0,0,0,14.874577307,4914.8745773,15769.874577
889512,2,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,0,7210,0,0,0,0,0,0,0,0,7210
889537,1,0,0,5759,0,0,0,0,0,0,0,0,0,0,480,0,5759,0,480,6239,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,6240.5494351
889537,2,0,0,6240,0,0,0,0,0,0,0,0,0,0,0,0,6240,0,0,6240,0,0,0,0,0,0,0,0,6240
889537,4,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,2000,0,0,0,0,0,0,0,10000
889577,1,0,0,11700,0,0,0,0,0,0,0,2400,0,0,0,0,11700,0,0,11700,0,2400,0.3098870272,0,0,0,0.3098870272,2400.309887,14100.309887
889583,1,19500,0,0,0,0,0,0,0,0,0,6000,0,0,0,19500,0,0,0,0,0,6000,12.395481089,0,0,394.75423299,-382.3587519,5617.6412481,25117.641248
889583,2,0,0,12350,0,0,0,0,0,0,0,0,0,0,0,0,12350,0,0,12350,0,0,0,0,0,0,0,0,12350
889583,3,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
889587,1,0,0,8840,0,0,0,0,0,0,4800,9600,0,5000,0,0,8840,0,5000,13840,0,14400,65.392437874,0,0,394.75423299,-329.3617951,14070.638205,27910.638205
889587,2,0,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,11050,0,0,11050,6000,0,0,0,0,0,0,0,17050
889623,1,36000,0,0,0,0,0,0,0,0,0,9100,0,0,0,36000,0,0,0,0,0,9100,111.5593298,0,118.27482115,0,229.83415095,9329.8341509,45329.834151
889706,1,14000,0,0,0,0,0,0,0,0,0,4800,0,0,0,14000,0,0,0,0,0,4800,61.977405444,0,0,0,61.977405444,4861.9774054,18861.977405
889706,2,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,21000
889710,1,18500,1200,0,0,0,0,0,0,0,0,6500,0,2200,0,19700,0,0,2200,2200,0,6500,117.75707034,0,39.424940383,0,157.18201073,6657.1820107,28557.182011
889710,2,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000
889710,3,0,0,0,0,0,0,0,1800,2800,0,0,0,0,0,0,0,2800,4600,4600,0,0,0,0,0,0,0,0,4600
889711,1,10400,0,0,0,0,0,0,0,0,0,4800,0,0,0,10400,0,0,0,0,0,4800,0.4648305408,0,0,0,0.4648305408,4800.4648305,15200.464831
889714,1,16500,0,0,0,0,0,0,0,0,0,6600,0,0,0,16500,0,0,0,0,0,6600,27.88983245,0,131.35,0,159.23983245,6759.2398324,23259.239832
889714,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
889715,1,20000,0,0,0,0,0,0,0,0,0,6000,0,0,0,20000,0,0,0,0,0,6000,12.395481089,0,0,0,12.395481089,6012.3954811,26012.395481
889719,1,15000,0,0,0,1000,1000,0,0,0,0,7200,0,0,0,15000,0,0,1000,1000,0,7200,92.966108166,0,0,2565.9025145,-2472.936406,4727.0635937,20727.063594
889719,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,20000
889720,1,15600,0,0,0,0,0,0,0,0,0,4800,0,0,0,15600,0,0,0,0,0,4800,16.114125415,0,0,0,16.114125415,4816.1141254,20416.114125
889721,1,0,0,0,0,0,0,0,0,0,0,7700,0,0,0,0,0,0,0,0,0,7700,83.66949735,0,525.4,0,609.06949735,8309.0694973,8309.0694973
889721,2,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,45000
889722,1,24500,0,0,0,0,0,0,0,0,0,10000,0,500,0,24500,0,0,500,500,0,10000,89.867237894,0,0,1403.1718646,-1313.304627,8686.6953733,33686.695373
889722,2,14000,0,0,0,7500,7500,0,0,0,0,0,0,0,0,14000,0,0,7500,7500,0,0,0,0,0,0,0,0,21500
889724,1,0,0,19695,0,0,0,0,0,0,8000,6000,6000,0,0,0,19695,-6000,-6000,13695,0,14000,154.94351361,139.85198447,98.562350957,0,393.35784903,14393.357849,28088.357849
889724,2,0,0,20774,0,0,0,0,0,0,0,0,0,0,0,0,20774,0,0,20774,0,0,0,0,0,0,0,0,20774
889728,1,19500,0,0,0,0,0,0,0,0,0,7200,0,0,0,19500,0,0,0,0,0,7200,10.846045953,0,0,0,10.846045953,7210.846046,26710.846046
889729,1,0,0,19500,0,0,0,0,0,0,0,16700,0,0,0,0,19500,0,0,19500,0,16700,44.158901379,69.925992233,0,0,114.08489361,16814.084894,36314.084894
889738,1,0,0,0,0,0,0,0,0,0,0,4800,0,0,3600,0,0,0,3600,3600,0,4800,0,0,0,0,0,4800,8400
889740,1,4500,0,0,0,4900,3800,1100,0,0,0,4400,0,0,0,4500,0,0,4900,4900,0,4400,40.285313539,0,0,0,40.285313539,4440.2853135,13840.285314
889753,1,0,0,9600,0,0,0,0,0,0,0,5400,0,0,0,0,9600,0,0,9600,0,5400,3.0988702722,0,0,0,3.0988702722,5403.0988703,15003.09887
889753,2,0,0,7380,0,0,0,0,0,0,0,0,0,0,0,0,7380,0,0,7380,0,0,0,0,0,0,0,0,7380
890008,1,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,10800,0,0,0.7381421141,0,0,0,0.7381421141,0.7381421141,10800.738142
890030,1,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,5400,3.0988702722,0,0,0,3.0988702722,5403.0988703,5403.0988703
890030,4,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
890101,1,15611.02,0,0,0,3388.98,3388.98,0,0,0,0,3600,0,0,0,15611.02,0,0,3388.98,3388.98,0,3600,45.774931174,0,0,0,45.774931174,3645.7749312,22645.774931
890419,1,0,0,33800,0,0,0,0,0,0,0,33000,0,0,0,0,33800,0,0,33800,0,33000,6.1977405444,0,1182.2263984,0,1188.424139,34188.424139,67988.424139
890419,2,0,0,18200,0,0,0,0,0,0,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,18200
890869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,0,13200,13200,0,0,0,0,0,0,0,0,13200
890869,3,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000
890869,4,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,8000
890871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890871,2,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,0,8400,0,0,0,0,0,0,0,0,8400
890880,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,6000,6000
890963,1,0,0,27300,0,0,0,0,0,0,0,8400,0,0,0,0,27300,0,0,27300,0,8400,77.471756805,932.34656311,1242.1341774,0,2251.9524973,10651.952497,37951.952497
890963,2,0,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,23400,0,0,23400,0,0,0,0,0,0,0,0,23400
890970,1,0,0,31005,0,0,0,0,0,0,0,8400,0,0,0,0,31005,0,0,31005,0,8400,37.186443267,0,0,0,37.186443267,8437.1864433,39442.186443
890970,2,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,26000,0,0,0,0,0,0,0,0,26000
891214,1,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,4200,123.95481089,0,0,0,123.95481089,4323.9548109,4323.9548109
891214,2,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,19000
891317,1,0,0,24700,0,0,0,0,0,0,560,18000,0,0,0,0,24700,0,0,24700,0,18560,108.46045953,0,415.20957076,0,523.67003028,19083.67003,43783.67003
891317,2,0,0,21424,0,0,0,0,0,0,0,0,0,0,0,0,21424,0,0,21424,0,0,0,0,0,0,0,0,21424
891320,1,0,0,6149,0,0,0,0,0,0,0,4800,0,0,0,0,6149,0,0,6149,0,4800,0,0,0,0,0,4800,10949
891676,1,0,0,11050,0,0,0,0,0,0,0,4800,0,0,0,0,11050,0,0,11050,0,4800,9.2966108166,0,0,0,9.2966108166,4809.2966108,15859.296611
891688,1,0,0,7020,0,0,0,0,0,0,0,0,0,0,0,0,7020,0,0,7020,0,0,0,0,0,0,0,0,7020
891872,1,0,0,0,0,0,0,0,0,0,2450,6600,0,600,0,0,0,0,600,600,3000,9050,92.966108166,0,2968.9486884,0,3061.9147966,12111.914797,15711.914797
891877,1,0,0,19200,0,0,0,0,0,0,0,3600,0,0,0,0,19200,0,0,19200,0,3600,1.2395481089,0,0,0,1.2395481089,3601.2395481,22801.239548
891947,1,0,0,14400,0,0,0,0,0,0,0,6600,0,0,0,0,14400,0,0,14400,0,6600,15.714450509,0,0,0,15.714450509,6615.7144505,21015.714451
892076,1,0,0,27300,0,0,0,0,0,0,4000,10500,0,0,0,0,27300,0,0,27300,0,14500,77.471756805,0,0,0,77.471756805,14577.471757,41877.471757
892076,2,0,0,39650,0,0,0,0,0,0,0,0,0,0,0,0,39650,0,0,39650,0,0,0,0,0,0,0,0,39650
892173,1,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,16506.197741
892173,2,0,0,8190,0,0,0,0,0,0,0,0,0,0,0,0,8190,0,0,8190,0,0,0,0,0,0,0,0,8190
892193,1,20000,600,0,0,0,0,0,0,0,0,12700,0,0,0,20600,0,0,0,0,0,12700,7.7471756805,0,775.02482115,0,782.77199683,13482.771997,34082.771997
892193,2,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,18500,0,0,0,0,0,0,0,0,0,0,0,0,18500
892230,1,0,0,19500,0,0,0,0,0,0,0,6000,0,0,0,0,19500,0,0,19500,0,6000,195.85026914,77.226109013,0,0,273.07637815,6273.0763782,25773.076378
892230,2,0,0,12740,0,0,0,0,0,0,0,0,0,0,0,0,12740,0,0,12740,0,0,0,0,0,0,0,0,12740
892336,1,0,0,19500,0,0,0,0,0,0,0,7800,0,0,0,0,19500,0,0,19500,0,7800,15.494351361,0,986.49643079,0,1001.9907822,8801.9907822,28301.990782
892670,1,0,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,16900,0,0,16900,0,0,170.43786497,0,59.137410574,0,229.57527555,229.57527555,17129.575276
892684,1,23000,0,0,0,0,0,0,0,0,0,12000,0,0,0,23000,0,0,0,0,0,12000,71.274016261,0,453.18741057,0,524.46142684,12524.461427,35524.461427
892684,2,46000,1680,0,0,0,0,0,0,0,0,0,0,0,0,47680,0,0,0,0,3300,0,0,0,0,0,0,0,50980
892703,1,0,0,22490,0,0,0,0,0,0,0,0,0,0,0,0,22490,0,0,22490,0,0,356.3700813,0,0,0,356.3700813,356.3700813,22846.370081
892710,1,21649.4,850,0,0,1150.5976096,350.59760956,800,0,0,0,9600,0,0,0,22499.40239,0,0,1150.5976096,1150.5976096,0,9600,61.977405444,0,0,257.97189126,-195.9944858,9404.0055142,33054.005514
892710,2,13983.05,0,0,0,1016.9491525,1016.9491525,0,0,0,0,0,0,0,0,13983.050847,0,0,1016.9491525,1016.9491525,0,0,0,0,0,0,0,0,15000
892736,1,0,0,10800,0,0,0,0,0,0,0,4800,0,0,0,0,10800,0,0,10800,0,4800,6.1977405444,0,0,0,6.1977405444,4806.1977405,15606.197741
892745,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,6.1977405444,0,0,0,6.1977405444,6006.1977405,6006.1977405
892745,2,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,15000,0,0,0,0,0,0,0,0,15000
892838,1,0,0,23400,0,0,0,0,0,0,0,3600,0,0,0,0,23400,0,0,23400,0,3600,17.898258729,0,0,0,17.898258729,3617.8982587,27017.898259
892877,1,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,11700,0,0,31.412730051,0,0,0,31.412730051,31.412730051,11731.41273
892884,1,0,0,13000,0,0,0,0,0,0,0,18000,2000,0,0,0,13000,-2000,-2000,11000,0,18000,423.57630361,0,562.29809546,0,985.87439907,18985.874399,29985.874399
892887,1,16000,0,0,0,0,0,0,0,0,0,6000,0,0,0,16000,0,0,0,0,0,6000,95.644550349,0,0,0,95.644550349,6095.6445503,22095.64455
892895,1,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,9600,204.4340226,0,0,0,204.4340226,9804.4340226,9804.4340226
892895,2,0,0,30800,0,0,0,0,0,0,0,0,0,0,0,0,30800,0,0,30800,0,0,0,0,0,0,0,0,30800
892895,3,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
892895,4,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,19000
892941,1,18000,0,0,0,0,0,0,0,0,0,4800,1500,0,0,18000,0,-1500,-1500,-1500,0,4800,5.57796649,0,0,0,5.57796649,4805.5779665,21305.577966
892972,1,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,7200,92.966108166,0,0,0,92.966108166,7292.9661082,7292.9661082
893033,1,0,0,8400,0,0,0,0,0,0,0,6000,0,0,0,0,8400,0,0,8400,0,6000,0.3868718324,0,0,0,0.3868718324,6000.3868718,14400.386872
893052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,3840,3840,0,0,0.9296610817,0,0,0,0.9296610817,0.9296610817,3840.9296611
893052,2,10600,0,0,0,0,0,0,0,0,0,0,0,0,0,10600,0,0,0,0,0,0,0,0,0,0,0,0,10600
893062,1,0,0,17823,0,0,0,0,0,0,0,4800,0,0,0,0,17823,0,0,17823,0,4800,5.6341950317,0,0,0,5.6341950317,4805.634195,22628.634195
893173,1,0,0,16900,0,0,0,0,0,0,0,3600,0,0,0,0,16900,0,0,16900,0,3600,16.248495677,0,0,0,16.248495677,3616.2484957,20516.248496
893173,2,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,13000
893181,1,0,0,24050,0,0,0,0,0,0,0,0,0,0,0,0,24050,0,0,24050,0,0,4.5417107927,0,0,0,4.5417107927,4.5417107927,24054.541711
893181,2,0,0,9690,0,0,0,0,0,0,0,0,0,0,0,0,9690,0,0,9690,0,0,0,0,0,0,0,0,9690
893181,3,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
893225,1,0,0,22100,0,0,0,0,0,0,0,7500,0,0,0,0,22100,0,0,22100,0,7500,30.988702722,0,0,0,30.988702722,7530.9887027,29630.988703
893372,1,0,0,14520,0,0,0,0,0,0,0,7200,0,0,0,0,14520,0,0,14520,3500,7200,61.667518417,0,713.78626651,0,775.45378492,7975.4537849,25995.453785
893396,1,26000,0,0,0,0,0,0,0,0,0,7800,0,500,0,26000,0,0,500,500,0,7800,277.34888936,0,13.135,2601.7892629,-2311.305374,5488.6946264,31988.694626
893396,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
893402,1,20000,0,0,0,0,0,0,0,0,0,21000,0,0,0,20000,0,0,0,0,0,21000,3.7186443267,0,256.80619933,0,260.52484365,21260.524844,41260.524844
893421,1,0,0,16900,0,0,0,0,0,0,0,2000,0,0,0,0,16900,0,0,16900,0,2000,15.494351361,0,0,0,15.494351361,2015.4943514,18915.494351
893435,1,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,2.1692091905,0,0,0,2.1692091905,2.1692091905,15602.169209
893435,2,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,22000
893538,1,0,0,16900,0,0,0,0,0,0,5000,6000,0,0,0,0,16900,0,0,16900,0,11000,15.494351361,0,0,0,15.494351361,11015.494351,27915.494351
893538,2,24500,0,0,0,1800,1800,0,0,0,0,0,0,0,0,24500,0,0,1800,1800,0,0,0,0,0,0,0,0,26300
893579,1,8000,0,0,0,1300,0,1300,0,0,0,4000,0,100,0,8000,0,0,1400,1400,0,4000,0.7131439849,0,0,0,0.7131439849,4000.713144,13400.713144
893971,1,0,0,0,0,0,0,0,0,0,0,3600,0,2300,0,0,0,0,2300,2300,0,3600,30.988702722,0,0,0,30.988702722,3630.9887027,5930.9887027
893971,4,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,9600
893990,1,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,6500,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,6501.5494351
894126,1,0,0,21944,0,0,0,0,0,0,0,6000,0,0,0,0,21944,0,0,21944,0,6000,46.483054083,0,19.712470191,0,66.195524275,6066.1955243,28010.195524
894133,1,0,0,24700,0,0,0,0,0,0,4800,6000,200,0,0,0,24700,-200,-200,24500,0,10800,195.22882715,0,70.996432641,0,266.22525979,11066.22526,35566.22526
