NQUEST,Y,CN,CD1,CD2,CD,C,S
895972,10200,11650,0,0,0,11650,-1450
896130,25046.483054,21000,-650,0,-650,20350,4696.4830541
896341,32719.296611,15300,0,0,0,15300,17419.296611
896404,41233.815495,19050,2000,450,2450,21500,19733.815495
896539,41494.666762,24060,16000,3000,19000,43060,-1565.333238
896608,24916.241042,20600,0,0,0,20600,4316.2410416
896749,89715.867949,74900,0,0,0,74900,14815.867949
896875,55270.46496,28400,0,0,0,28400,26870.46496
896902,26611.775707,17400,0,0,0,17400,9211.775707
896988,28953.550754,14582,0,0,0,14582,14371.550754
896995,16432.41527,17210,0,0,0,17210,-777.5847296
896996,75369.227246,39580,0,2800,2800,42380,32989.227246
897127,49937.194793,18768,0,0,0,18768,31169.194793
897225,29947.827058,18690,0,0,0,18690,11257.827058
897228,19880.296611,16930,0,0,0,16930,2950.2966108
897397,19140.494351,17560,0,0,0,17560,1580.4943514
897442,31299.190628,22200,0,0,0,22200,9099.1906279
897837,45182.819747,26740,25000,1500,26500,53240,-8057.180253
897876,48951.59195,26300,0,0,0,26300,22651.59195
897893,12030.988703,9700,0,0,0,9700,2330.9887027
897935,16406.339289,13350,0,0,0,13350,3056.3392892
898090,20446.483054,18400,0,0,0,18400,2046.4830541
898138,46341.702456,41740,0,0,0,41740,4601.7024562
898191,64093.689711,43758.617899,0,1406,1406,45164.617899,18929.071812
898220,429632.27853,98400,0,5000,5000,103400,326232.27853
898380,32126.52633,11800,0,0,0,11800,20326.52633
898387,19112.395481,21600,0,0,0,21600,-2487.604519
898401,28630.976387,18550,0,0,0,18550,10080.976387
898416,9100,10350,0,0,0,10350,-1250
898442,27877.465662,15700,0,0,0,15700,12177.465662
898594,21506.611278,15620,0,275,275,15895,5611.6112778
898661,51177.196521,24280,0,0,0,24280,26897.196521
898682,3000,9840,0,0,0,9840,-6840
898977,32903.09887,25500,0,0,0,25500,7403.0988703
899055,49249.175027,29400,0,0,0,29400,19849.175027
899140,34877.471757,23900,0,0,0,23900,10977.471757
899268,8901.5494351,9500,0,0,0,9500,-598.4505649
899301,47614.109845,25733,0,0,0,25733,21881.109845
899437,35481.502198,29150,0,500,500,29650,5831.5021978
899500,44948.954811,26300,0,0,0,26300,18648.954811
899501,32807.747176,17600,0,0,0,17600,15207.747176
899540,40192.966108,39600,0,0,0,39600,592.96610817
899553,108402.85314,44600,0,0,0,44600,63802.853135
899556,61662.621753,27540,0,400,400,27940,33722.621753
899560,20021.093996,14600,0,0,0,14600,5421.0939957
899562,24497.161921,24600,7000,800,7800,32400,-7902.838079
899706,19000.619774,14900,0,0,0,14900,4100.6197741
899737,39600.75539,22500,0,0,0,22500,17100.75539
899895,20612.395481,18600,0,0,0,18600,2012.3954811
899998,7203.0988703,5550,0,0,0,5550,1653.0988703
900325,82829.609729,53000,0,2500,2500,55500,27329.609729
900339,17378.008068,17244,0,0,0,17244,134.00806794
900354,96199.463537,51200,0,0,0,51200,44999.463537
900371,36340.87573,25900,0,0,0,25900,10440.87573
900486,35221.692092,19600,0,0,0,19600,15621.692092
900495,16930.092966,13350,0,200,200,13550,3380.0929661
900573,60831.786166,31200,0,0,0,31200,29631.786166
900673,9503.0988703,17280,0,0,0,17280,-7776.90113
900796,52057.339148,20110,0,0,0,20110,31947.339148
900829,44103.109921,18600,3000,0,3000,21600,22503.109921
901126,62598.583257,32400,0,500,500,32900,29698.583257
901402,27926.087573,20740,0,0,0,20740,7186.087573
901450,21380,11300,0,0,0,11300,10080
901474,63503.09887,23300,0,600,600,23900,39603.09887
901501,21606.197741,18900,0,0,0,18900,2706.1977405
901516,17730.988703,13440,0,0,0,13440,4290.9887027
901608,31399.581924,27160,0,0,0,27160,4239.5819244
901756,32037.471757,26300,0,0,0,26300,5737.4717568
901761,94292.966108,30200,0,0,0,30200,64092.966108
901876,13207.747176,17844,0,0,0,17844,-4636.252824
901879,25213.015255,29800,0,0,0,29800,-4586.984745
901950,34630.988703,19800,0,0,0,19800,14830.988703
901952,22543.207801,14750,0,0,0,14750,7793.2078015
901955,15840,4350,0,0,0,4350,11490
901965,52747.391045,15344.292175,0,0,0,15344.292175,37403.09887
902006,11799.296611,9900,0,0,0,9900,1899.2966108
902047,67284.907599,33000,0,0,0,33000,34284.907599
902247,21630.988703,13600,0,0,0,13600,8030.9887027
902401,46430.988703,20990,0,0,0,20990,25440.988703
902417,52705.061929,21700,0,0,0,21700,31005.061929
902575,8053.5494351,8300,0,0,0,8300,-246.4505649
902673,9464.4738376,8800,0,0,0,8800,664.47383765
902680,11721.692092,8800,0,600,600,9400,2321.6920919
902712,45445.018865,22400,0,0,0,22400,23045.018865
902913,62495.101819,22680,0,0,0,22680,39815.101819
902915,23502.969865,23400,0,0,0,23400,102.96986466
902916,48599.2428,24844,-13800,0,-13800,11044,37555.2428
902949,26475.494351,26800,0,0,0,26800,-324.5056486
903045,13000,11304,0,0,0,11304,1696
903046,10101.549435,8524,0,0,0,8524,1577.5494351
903052,14397.747176,9400,0,0,0,9400,4997.7471757
903157,98078.323593,36280,0,0,0,36280,61798.323593
903195,19846.483054,13400,0,0,0,13400,6446.4830541
903358,20674.958192,15520,0,600,600,16120,4554.9581924
903368,7860.0619774,7672,0,0,0,7672,188.06197741
903373,15244.648305,9400,0,0,0,9400,5844.6483054
903424,35763.605269,24800,0,300,300,25100,10663.605269
903428,24545.632886,20947,0,0,0,20947,3598.6328857
903508,58955.327095,22880,0,1000,1000,23880,35075.327095
903613,24221.692092,19750,0,0,0,19750,4471.6920919
903656,22563.944916,11600,0,0,0,11600,10963.944916
903735,12532.121218,18000,12000,0,12000,30000,-17467.87878
903754,25486.768368,16900,0,0,0,16900,8586.7683676
903768,31126.38963,22100,0,0,0,22100,9026.3896297
903770,42566.38963,26260,0,1300,1300,27560,15006.38963
903904,7200,14700,0,0,0,14700,-7500
904055,34570.437865,16420,0,0,0,16420,18150.437865
904114,22162.395481,18100,0,0,0,18100,4062.3954811
904236,21902.196019,20930,0,0,0,20930,972.19601901
904242,92332.32115,27100,0,0,0,27100,65232.32115
904245,59369.617909,25540,0,0,0,25540,33829.617909
904491,10500.619774,8452,0,0,0,8452,2048.6197741
904510,40439.717994,29247,0,0,0,29247,11192.717994
904577,36104.648305,23500,0,650,650,24150,11954.648305
904580,37105.268079,20600,2000,0,2000,22600,14505.268079
904583,26507.747176,25500,0,0,0,25500,1007.7471757
904587,17881.549435,15900,0,0,0,15900,1981.5494351
904723,46028.360652,26120,22000,0,22000,48120,-2091.639348
904730,20300,11500,0,0,0,11500,8800
904732,30616.225808,16700,0,0,0,16700,13916.225808
904878,21230.988703,25860,0,0,0,25860,-4629.011297
904888,21615.494351,17840,0,0,0,17840,3775.4943514
904927,41815.546621,29600,12000,0,12000,41600,215.54662143
904956,8200,22800,0,0,0,22800,-14600
905025,24056.492949,16520,0,0,0,16520,7536.4929487
905067,29521.274016,13900,0,0,0,13900,15621.274016
905073,21918.340057,25200,0,0,0,25200,-3281.659943
905085,55530.988703,31800,0,750,750,32550,22980.988703
905113,51348.385835,24350,0,0,0,24350,26998.385835
905122,48001.692092,22100,500,0,500,22600,25401.692092
905165,7802.4790962,4180,0,0,0,4180,3622.4790962
905171,32939.217244,17900,0,0,0,17900,15039.217244
905213,16902.093584,10560,0,0,0,10560,6342.0935835
905217,9101.5494351,12800,0,0,0,12800,-3698.450565
905220,33811.260673,17500,0,330,330,17830,15981.260673
905472,82707.959613,37600,0,0,0,37600,45107.959613
906080,45809.439268,36830,0,0,0,36830,8979.4392676
906126,24885.494351,17000,0,0,0,17000,7885.4943514
906266,31833.646618,21080,0,500,500,21580,10253.646618
906329,30281.190527,21600,0,0,0,21600,8681.1905274
906362,24747.172116,15700,0,0,0,15700,9047.1721161
906415,28353.481643,17930,0,0,0,17930,10423.481643
906436,32905.932216,14870,0,0,0,14870,18035.932216
906503,14761.593222,23730,0,0,0,23730,-8968.406778
906532,52662.505159,41700,0,0,0,41700,10962.505159
906538,83726.143107,39400,0,0,0,39400,44326.143107
906545,47282.104054,30500,0,0,0,30500,16782.104054
906624,15615.494351,14780,0,0,0,14780,835.49435136
906647,24200,16000,0,0,0,16000,8200
906726,13651.549435,12539.08649,0,0,0,12539.08649,1112.4629454
906885,38469.011709,21600,0,0,0,21600,16869.011709
906891,21609.296611,19800,0,0,0,19800,1809.2966108
906946,59126.47821,31300,0,700,700,32000,27126.47821
906948,84036.484368,30300,0,2200,2200,32500,51536.484368
907074,16400.988703,16100,0,0,0,16100,300.98870272
907373,25144.087573,21840,0,1100,1100,22940,2204.087573
907437,47206.197741,38200,0,0,0,38200,9006.1977405
907441,55756.772904,35400,0,1500,1500,36900,18856.772904
907490,86284.604595,42400,0,0,0,42400,43884.604595
907536,33755.223818,16400,0,0,0,16400,17355.223818
907644,19588.494948,16000,0,0,0,16000,3588.4949481
907648,27444.790962,14300,0,0,0,14300,13144.790962
907674,42183.198344,40700,0,0,0,40700,1483.1983436
907776,34633.392068,18850,0,0,0,18850,15783.392068
907846,20900,15600,0,0,0,15600,5300
907852,35590.943711,21600,0,0,0,21600,13990.943711
907944,16809.502617,16900,0,0,0,16900,-90.49738341
907985,26574.803288,20650,0,800,800,21450,5124.8032876
908051,14161.549435,16500,0,0,0,16500,-2338.450565
908194,66308.46046,36200,0,0,0,36200,30108.46046
908214,38189.581924,36400,0,600,600,37000,1189.5819244
908344,9989,5320,0,0,0,5320,4669
908384,16212.479096,11100,0,0,0,11100,5112.4790962
908516,35749.296611,12000,13500,350,13850,25850,9899.2966108
908519,28064.757875,15980,0,0,0,15980,12084.757875
908530,28060.285314,18150,17500,0,17500,35650,-7589.714686
908553,32826.338703,28700,0,0,0,28700,4126.3387027
908691,78053.455002,35400,0,1000,1000,36400,41653.455002
908706,64147.184227,42150,0,1800,1800,43950,20197.184227
908711,67327.066023,36150,150,15500,15650,51800,15527.066023
908864,52507.085594,45900,0,2300,2300,48200,4307.0855941
909050,84533.443614,40620,0,0,0,40620,43913.443614
909113,16428.730311,15372,0,0,0,15372,1056.7303109
909133,11802.788983,13040,0,0,0,13040,-1237.211017
909236,39530.988703,30600,0,0,0,30600,8930.9887027
909244,29725.577966,25400,15000,0,15000,40400,-10674.42203
909250,38995.518765,28600,0,0,0,28600,10395.518765
909256,20009.296611,12600,0,0,0,12600,7409.2966108
909259,39601.947473,33400,0,0,0,33400,6201.9474728
909389,18515.494351,12800,0,0,0,12800,5715.4943514
909390,38770.843534,23800,0,0,0,23800,14970.843534
909399,45738.768207,36700,0,0,0,36700,9038.7682069
909401,18841.878119,12660,0,0,0,12660,6181.8781195
909441,49407.747176,26900,0,0,0,26900,22507.747176
909442,34015.494351,28260,0,0,0,28260,5755.4943514
909471,400,3820,0,0,0,3820,-3420
909480,22178.568699,21500,0,349,349,21849,329.56869905
909493,15490.988703,13400,0,0,0,13400,2090.9887027
909502,23824.790962,14160,0,0,0,14160,9664.7909622
909623,44628.78116,23900,0,0,0,23900,20728.78116
909624,10200,10200,0,0,0,10200,0
909639,29245.805724,16860,0,0,0,16860,12385.805724
909668,32149.296611,10240,0,0,0,10240,21909.296611
909671,48726.483054,29780,0,0,0,29780,18946.483054
909695,54135.958339,23600,0,0,0,23600,30535.958339
909727,10792.788983,9990,0,0,0,9990,802.78898324
909728,48132.61422,66100,0,4500,4500,70600,-22467.38578
909732,36918.583614,31200,0,0,0,31200,5718.5836137
909737,22683.996618,21610,0,0,0,21610,1073.9966185
909744,41193.808563,26400,0,0,0,26400,14793.808563
909745,40005.577966,29200,0,0,0,29200,10805.577966
909753,39088.45904,36000,0,0,0,36000,3088.4590397
909754,16000,18344,0,0,0,18344,-2344
909798,14409.296611,24300,0,0,0,24300,-9890.703389
909800,13074.144722,12780,0,0,0,12780,294.14472206
909856,51268.265198,36100,0,0,0,36100,15168.265198
909926,7609.2997097,17280,0,0,0,17280,-9670.70029
909978,31437.186577,14240,0,0,0,14240,17197.186577
909997,23903.09887,14600,0,0,0,14600,9303.0988703
910009,27646.483054,18500,0,0,0,18500,9146.4830541
910013,37911.119824,15000,0,0,0,15000,22911.119824
910042,38505.478712,30100,0,0,0,30100,8405.4787117
910045,37800.575361,20100,0,0,0,20100,17700.575361
910051,37417.043786,18500,0,0,0,18500,18917.043786
910057,12482.524813,18220,0,0,0,18220,-5737.475187
910061,46206.197741,49100,0,0,0,49100,-2893.802259
910065,44962.42455,21500,0,0,0,21500,23462.42455
910087,29817.116006,21280,0,0,0,21280,8537.1160061
910106,15500.839241,5028,0,0,0,5028,10472.839241
910148,34712.66731,16100,0,0,0,16100,18612.66731
910152,40382.501246,30000,0,0,0,30000,10382.501246
910156,34955.797875,24060,0,0,0,24060,10895.797875
910176,22625.887854,25520,0,0,0,25520,-2894.112146
910218,32515.794472,36200,0,0,0,36200,-3684.205528
910236,18286.483054,5790,0,360,360,6150,12136.483054
910274,343335.85777,46000,0,0,0,46000,297335.85777
910335,57292.966108,21000,0,0,0,21000,36292.966108
910358,71490.773291,24300,0,600,600,24900,46590.773291
910373,9544.9581924,9040,0,3000,3000,12040,-2495.041808
910422,19319.629688,16800,0,0,0,16800,2519.6296877
910476,16613.325142,20200,0,0,0,20200,-3586.674858
910480,24203.747962,23600,0,0,0,23600,603.74796235
910483,71083.135891,64700,0,0,0,64700,6383.1358912
910484,60509.781216,49600,0,0,0,49600,10909.781216
910485,37509.467483,28800,0,250,250,29050,8459.4674834
910503,55261.155933,51700,0,900,900,52600,2661.155933
910509,44108.057063,46320,0,2600,2600,48920,-4811.942937
910514,62651.46582,41840,0,980,980,42820,19831.46582
910519,63145.242291,58900,0,1250,1250,60150,2995.2422912
910525,14136.215682,9380,0,500,500,9880,4256.215682
910528,48460.180627,14350,0,0,0,14350,34110.180627
910561,30609.725285,11500,110,100,210,11710,18899.725285
910564,28306.817515,33500,0,0,0,33500,-5193.182485
910567,25408.783167,19100,0,0,0,19100,6308.7831667
910633,31000,23100,0,3000,3000,26100,4900
910659,42376.272057,34755.098053,0,0,0,34755.098053,7621.1740034
910662,34803.856999,6260,0,0,0,6260,28543.856999
910672,55817.306283,20200,0,0,0,20200,35617.306283
910675,56410.118883,25560,0,0,0,25560,30850.118883
910685,14403.408498,14750,0,0,0,14750,-346.5915023
910686,27305.907846,14500,0,0,0,14500,12805.907846
910703,74423.030611,21480,8000,0,8000,29480,44943.030611
910714,59835.216851,25760,0,2500,2500,28260,31575.216851
910757,21049.566222,12440,0,0,0,12440,8609.5662222
910814,24106.197741,17900,0,500,500,18400,5706.1977405
910816,30852.082036,29000,0,0,0,29000,1852.0820362
910833,36051.013804,31000,0,0,0,31000,5051.0138044
910839,31857.747176,14700,0,600,600,15300,16557.747176
910841,16812.395481,15160,0,0,0,15160,1652.3954811
910842,34784.648305,30600,0,0,0,30600,4184.6483054
910859,18018.593222,18000,0,0,0,18000,18.593221633
910860,46172.386433,27260,0,1200,1200,28460,17712.386433
910882,49758.241734,18000,0,0,0,18000,31758.241734
910886,11580.619774,7285,0,0,0,7285,4295.6197741
910933,24140,15900,0,0,0,15900,8240
910937,40083.304886,27360,0,950,950,28310,11773.304886
910951,12950.481922,11680,0,0,0,11680,1270.4819224
910974,25003.718644,14400,0,0,0,14400,10603.718644
910983,35659.366994,18240,0,0,0,18240,17419.366994
910984,15603.09887,9940,0,0,0,9940,5663.0988703
910994,42130.988703,16500,500,0,500,17000,25130.988703
911007,20726.459244,12120,0,0,0,12120,8606.4592441
911033,30601.778551,28200,0,0,0,28200,2401.778551
911047,25003.09887,12760,0,0,0,12760,12243.09887
911061,37824.790962,26200,0,0,0,26200,11624.790962
911071,12701.549435,9400,0,0,0,9400,3301.5494351
911078,25309.296611,14400,0,0,0,14400,10909.296611
911082,53430.988703,13600,0,0,0,13600,39830.988703
911083,50209.562015,29500,0,0,0,29500,20709.562015
911087,70319.451474,25300,0,0,0,25300,45019.451474
911093,48090.215655,22200,0,0,0,22200,25890.215655
911115,32712.068216,18600,5000,0,5000,23600,9112.0682155
911116,17337.395481,13320,0,0,0,13320,4017.3954811
911117,22878.659844,19322.462103,0,0,0,19322.462103,3556.1977405
911118,26279.179234,20900,0,0,0,20900,5379.1792343
911119,35820.059042,22150,0,0,0,22150,13670.059042
911120,12706.197741,10450,0,0,0,10450,2256.1977405
911133,61093.821147,14950,0,0,0,14950,46143.821147
911158,35604.215903,33700,0,0,0,33700,1904.2159026
911164,22785.547245,24100,0,0,0,24100,-1314.452755
911168,40657.747176,28900,-2500,0,-2500,26400,14257.747176
911175,40014.745957,26360,0,0,0,26360,13654.745957
911188,21254.906291,12900,0,0,0,12900,8354.9062913
911248,29803.09887,20800,0,0,0,20800,9003.0988703
911328,27044.648305,21080,0,0,0,21080,5964.6483054
911350,31500.651524,23900,0,0,0,23900,7600.6515239
911351,75754.382444,47800,13000,0,13000,60800,14954.382444
911366,29746.571554,19700,0,900,900,20600,9146.5715541
911371,33116.439544,32300,0,0,0,32300,816.43954449
911394,68221.412145,30234.373456,0,0,0,30234.373456,37987.038689
911423,47203.864415,21214,0,400,400,21614,25589.864415
911425,22602.334956,13304,0,0,0,13304,9298.3349565
911448,48352.580628,24150,14000,0,14000,38150,10202.580628
911470,19651.204296,10200,0,0,0,10200,9451.2042958
911482,16248.315118,11400,0,0,0,11400,4848.3151182
911509,18825.24802,16550,0,0,0,16550,2275.2480201
911522,11155.048688,9560,0,0,0,9560,1595.0486883
911531,132360.18902,71400,0,0,0,71400,60960.189019
911563,92617.385401,39309.088305,0,0,0,39309.088305,53308.297096
911579,23630.552842,21400,0,0,0,21400,2230.5528418
911580,135521.64992,25100,0,4000,4000,29100,106421.64992
911638,57278.278353,33300,0,0,0,33300,23978.278353
911652,43647.286227,29180,0,2000,2000,31180,12467.286227
911689,29019.774054,21200,0,0,0,21200,7819.7740544
911706,17600.619774,15500,0,400,400,15900,1700.6197741
911811,24630.988703,14000,0,250,250,14250,10380.988703
911816,15695.577966,9900,0,0,0,9900,5795.5779665
911871,374717.68368,114800,0,0,0,114800,259917.68368
911889,41603.09887,24200,0,0,0,24200,17403.09887
911922,29416.078088,14107.617629,0,1000,1000,15107.617629,14308.46046
911938,57498.183033,25500,0,1000,1000,26500,30998.183033
911952,42516.472337,29240,0,0,0,29240,13276.472337
911962,49778.898324,60600,0,0,0,60600,-10821.10168
911963,26821.692092,20100,0,0,0,20100,6721.6920919
911966,24755.494351,23200,0,280,280,23480,1275.4943514
911972,22321.549435,23700,8000,0,8000,31700,-9378.450565
911992,39773.536735,33900,0,0,0,33900,5873.5367352
911993,25016.421313,18640,0,0,0,18640,6376.4213127
911997,44484.246441,26300,0,0,0,26300,18184.246441
912022,60508.911814,20800,0,4000,4000,24800,35708.911814
912042,38430.988703,21300,0,0,0,21300,17130.988703
912051,122799.87054,42200,26000,0,26000,68200,54599.87054
912087,44590.389894,16200,0,0,0,16200,28390.389894
912095,48552.127741,28660,0,500,500,29160,19392.127741
912146,71780.321853,34105,21500,1000,22500,56605,15175.321853
912147,78256.226809,48460,20000,20000,40000,88460,-10203.77319
912148,24654.790962,12940,0,800,800,13740,10914.790962
912150,39316.920919,39300,150,2500,2650,41950,-2633.079081
912151,30373.499028,20140,400,1000,1400,21540,8833.4990283
912154,23511.175233,19817,0,0,0,19817,3694.175233
912185,52254.263422,20000,0,0,0,20000,32254.263422
912192,21665.54158,19100,0,0,0,19100,2565.5415803
912205,47428.017754,33100,0,0,0,33100,14328.017754
912222,44081.154719,21700,0,0,0,21700,22381.154719
912223,26938.466344,12300,0,0,0,12300,14638.466344
912227,28746.664593,19500,0,0,0,19500,9246.6645934
912229,49706.094892,29600,0,0,0,29600,20106.094892
912261,12716.920919,13800,0,0,0,13800,-1083.079081
912262,16889.781121,16400,0,0,0,16400,489.78112114
912274,55170.542387,42900,0,0,0,42900,12270.542387
912338,24837.186443,18000,0,0,0,18000,6837.1864433
912342,36401.762216,27000,0,0,0,27000,9401.762216
912360,44668.274821,32400,4000,0,4000,36400,8268.2748211
912362,31833.954811,25270,0,0,0,25270,6563.9548109
912367,57618.278779,40400,0,350,350,40750,16868.278779
912372,58708.272862,19500,0,0,0,19500,39208.272862
912377,-1190.021886,15000,8000,0,8000,23000,-24190.02189
912382,24800,35400,0,0,0,35400,-10600
912385,23494.937355,18800,13000,0,13000,31800,-8305.062645
912398,40923.954811,15000,0,0,0,15000,25923.954811
912409,39433.9321,22500,0,0,0,22500,16933.9321
912449,16907.747176,16650,0,0,0,16650,257.74717568
912451,68866.444868,37700,0,0,0,37700,31166.444868
912453,23571.028281,10268,0,0,0,10268,13303.028281
912456,20300.619774,15600,0,0,0,15600,4700.6197741
912482,34247.73205,29261.876675,0,0,0,29261.876675,4985.8553752
912552,44177.471757,32600,0,0,0,32600,11577.471757
912555,45898.611612,18215,0,0,0,18215,27683.611612
912563,46526.193308,27200,0,650,650,27850,18676.193308
912591,68001.558723,30100,0,0,0,30100,37901.558723
912597,60479.231266,28565,0,0,0,28565,31914.231266
912634,55448.650945,32310,0,0,0,32310,23138.650945
912635,57552.479096,13270,0,0,0,13270,44282.479096
912638,19485.932216,25700,0,0,0,25700,-6214.067784
912664,54429.188182,24200,0,0,0,24200,30229.188182
912694,13201.042934,17040,0,1000,1000,18040,-4838.957066
912716,50833.253523,25900,0,0,0,25900,24933.253523
912721,41160.052234,21400,0,0,0,21400,19760.052234
912731,50379.353634,28200,0,0,0,28200,22179.353634
912768,26727.747176,17200,0,0,0,17200,9527.7471757
912815,47592.468791,41800,0,0,0,41800,5792.4687908
912821,31386.350292,22120,0,0,0,22120,9266.350292
912891,51787.9986,26790,0,1350,1350,28140,23647.9986
912905,78078.826959,67200,0,1300,1300,68500,9578.8269593
912947,63583.771232,38612,0,0,0,38612,24971.771232
913072,32418.593222,19820,0,0,0,19820,12598.593222
913080,23310.646478,11610,0,0,0,11610,11700.646478
913151,74718.176354,45200,0,0,0,45200,29518.176354
913161,41511.554319,19740,0,0,0,19740,21771.554319
913196,32412.395481,24000,0,0,0,24000,8412.3954811
913203,17904.648305,18500,0,0,0,18500,-595.3516946
913207,45012.619053,28800,0,0,0,28800,16212.619053
913208,46294.304351,28200,0,0,0,28200,18094.304351
913216,20001.549435,7330,0,0,0,7330,12671.549435
913229,3300.309887,9540,0,0,0,9540,-6239.690113
913236,26838.824384,20520,0,3000,3000,23520,3318.8243842
913237,39571.408499,22700,0,600,600,23300,16271.408499
913245,26920.655165,12800,0,0,0,12800,14120.655165
913250,23572.234846,14000,0,0,0,14000,9572.2348458
913254,33330.438165,19200,0,0,0,19200,14130.438165
913259,19801.887136,15500,0,0,0,15500,4301.8871361
913300,37980.87573,15600,0,0,0,15600,22380.87573
913307,42111.274016,15860,0,0,0,15860,26251.274016
913322,46209.296611,16940,0,0,0,16940,29269.296611
913323,26556.858625,13550,0,0,0,13550,13006.858625
913329,15476.197741,14360,0,500,500,14860,616.19774054
913345,58691.966788,25060,0,1400,1400,26460,32231.966788
913415,15002.828806,10800,0,0,0,10800,4202.828806
913420,61023.566952,49100,27000,0,27000,76100,-15076.43305
913424,70840.371407,19800,0,0,0,19800,51040.371407
913447,29028.68431,32100,0,2000,2000,34100,-5071.31569
913470,28119.668936,20000,0,0,0,20000,8119.6689358
913471,28285.047621,17380,0,0,0,17380,10905.047621
913472,30236.779546,22310,0,80,80,22390,7846.7795455
913474,36244.648305,16540,0,0,0,16540,19704.648305
913481,42619.019046,28500,0,0,0,28500,14119.019046
913486,19004.472481,14440,0,0,0,14440,4564.4724809
913487,30203.09887,16300,0,0,0,16300,13903.09887
913499,48710.561317,20100,0,0,0,20100,28610.561317
913564,31602.966108,16400,0,0,0,16400,15202.966108
913577,111007.65545,48200,0,0,0,48200,62807.655449
913612,22525.919292,20800,0,0,0,20800,1725.9192917
913613,50932.395481,22500,0,0,0,22500,28432.395481
913645,17070.706413,15740,0,0,0,15740,1330.7064131
913646,21727.603107,18360,0,0,0,18360,3367.6031073
913651,37270.706413,26300,0,1000,1000,27300,9970.7064131
913656,37855.077788,29800,0,500,500,30300,7555.0777877
913658,38181.388226,28935,0,2500,2500,31435,6746.3882258
913660,62498.019674,43500,0,1000,1000,44500,17998.019674
913662,43740.730857,30400,0,2000,2000,32400,11340.730857
913668,38555.212062,29500,0,800,800,30300,8255.2120618
913669,56882.695039,35000,0,5000,5000,40000,16882.695039
913681,24903.87476,20500,0,0,0,20500,4403.8747603
913701,49449.263524,39360,0,5000,5000,44360,5089.2635239
913742,32954.943514,20800,0,0,0,20800,12154.943514
913752,61411.864433,42040,400,1000,1400,43440,17971.864433
913754,400619.77405,166800,0,0,0,166800,233819.77405
913766,25201.549435,15840,0,300,300,16140,9061.5494351
913767,52971.815989,27400,-30,0,-30,27370,25601.815989
913768,25321.692092,19200,0,0,0,19200,6121.6920919
913777,23949.581924,15000,0,0,0,15000,8949.5819244
913779,6340.8757299,12000,0,0,0,12000,-5659.12427
913780,24092.123248,27800,0,0,0,27800,-3707.876752
913784,25054.943514,21140,0,0,0,21140,3914.9435136
913788,64498.371665,25400,0,0,0,25400,39098.371665
913826,19348.46046,20340,0,19000,19000,39340,-19991.53954
913827,27992.966108,37700,2600,0,2600,40300,-12307.03389
913830,16228.676837,18600,0,0,0,18600,-2371.323163
913874,17027.889832,15100,0,0,0,15100,1927.8898324
913876,57721.546279,47300,0,0,0,47300,10421.546279
913902,35913.108765,41500,0,0,0,41500,-5586.891235
913909,34477.471757,20800,0,0,0,20800,13677.471757
913912,112609.83858,64000,0,0,0,64000,48609.838583
913925,28647.909622,27000,0,0,0,27000,1647.9096218
913926,99147.909622,36600,0,1000,1000,37600,61547.909622
913933,95908.047599,39700,0,0,0,39700,56208.047599
913934,98395.924184,67300,1800,0,1800,69100,29295.924184
913946,33616.920919,13500,0,0,0,13500,20116.920919
913950,24909.916385,23200,0,0,0,23200,1709.9163849
913953,31320.455643,26500,0,0,0,26500,4820.4556427
913954,49663.403973,27600,0,650,650,28250,21413.403973
913961,25261.977405,16000,0,0,0,16000,9261.9774054
913962,13455.494351,13200,0,0,0,13200,255.49435136
913965,30527.270058,17700,0,0,0,17700,12827.270058
914003,22504.632099,14800,0,0,0,14800,7704.6320991
914006,22482.818093,13100,0,0,0,13100,9382.8180926
914011,40439.449162,16200,0,0,0,16200,24239.449162
914047,59831.546279,42300,0,0,0,42300,17531.546279
914051,39677.471757,27400,0,0,0,27400,12277.471757
914055,43619.421679,31100,0,2500,2500,33600,10019.421679
914056,47838.029333,26720,0,0,0,26720,21118.029333
914059,14769.162279,12300,0,200,200,12500,2269.1622791
914060,24040.285314,20920,0,0,0,20920,3120.2853135
914113,33421.692092,19100,0,1300,1300,20400,13021.692092
914137,32021.692092,41400,0,0,0,41400,-9378.307908
914144,9027.4372887,7436,0,0,0,7436,1591.4372887
914148,48619.311546,30700,0,0,0,30700,17919.311546
914149,37046.483054,31200,0,0,0,31200,5846.4830541
914186,106126.80795,51100,5000,700,5700,56800,49326.807946
914187,64732.200436,46450,0,300,300,46750,17982.200436
914188,20409.296611,9800,0,0,0,9800,10609.296611
914190,26524.790962,10500,0,0,0,10500,16024.790962
914280,34221.692092,12250,0,0,0,12250,21971.692092
914286,44251.161481,38163.1281,0,0,0,38163.1281,6088.0333805
914406,38159.859414,20200,0,0,0,20200,17959.859414
914421,83905.758418,37900,-10000,0,-10000,27900,56005.758418
914454,32238.234514,18050,0,0,0,18050,14188.234514
914456,44105.594438,31000,1000,0,1000,32000,12105.594438
914460,41113.941441,16900,0,0,0,16900,24213.941441
914461,18034.087573,17360,0,0,0,17360,674.08757299
914508,40765.988703,16200,300,0,300,16500,24265.988703
914525,21678.552767,17160,0,0,0,17160,4518.5527667
914547,64475.511038,27400,0,0,0,27400,37075.511038
914551,31092.383252,20800,0,0,0,20800,10292.383252
