NQUEST,Y,CN,CD1,CD2,CD,C,S
933043,471667.93197,168200,0,0,0,168200,303467.93197
933045,586379.28413,110000,0,0,0,110000,476379.28413
933050,137485.37663,122160,2000,0,2000,124160,13325.376633
933057,45513.786173,24700,0,500,500,25200,20313.786173
933081,10711.549435,9260,0,0,0,9260,1451.5494351
933100,678827.27177,113060,0,2000,2000,115060,563767.27177
933123,12170,10968,0,0,0,10968,1202
933146,44610.846046,25900,0,1100,1100,27000,17610.846046
933147,151251.34811,65960,200,3000,3200,69160,82091.348107
933205,90039.319959,39250,28000,0,28000,67250,22789.319959
933244,82842.193949,52320,0,500,500,52820,30022.193949
933264,67113.944916,51200,0,1500,1500,52700,14413.944916
933265,766811.07179,210000,1000,0,1000,211000,555811.07179
933279,401491.92917,132000,0,0,0,132000,269491.92917
933305,228716.54572,73400,8000,0,8000,81400,147316.54572
933346,38966.846759,20270,0,0,0,20270,18696.846759
933357,9705,12774,0,0,0,12774,-3069
933366,29108.536466,23100,0,500,500,23600,5508.5364663
933422,33988.106611,25080,0,350,350,25430,8558.1066108
933476,571344.4887,154600,33000,0,33000,187600,383744.4887
933503,155972.27124,77400,1500,0,1500,78900,77072.271238
933580,6250,6860,0,400,400,7260,-1010
933616,138719.74601,94200,20000,2000,22000,116200,22519.74601
933683,246834.19907,86724,0,0,0,86724,160110.19907
933686,316253.24148,167700,0,0,0,167700,148553.24148
933774,56163.623224,23940,0,200,200,24140,32023.623224
933795,70389.92509,31900,0,0,0,31900,38489.92509
933796,216281.72523,124240,0,0,0,124240,92041.725234
933812,15364.815452,17300,0,1500,1500,18800,-3435.184548
933851,166174.83704,29660,33000,0,33000,62660,103514.83704
933853,42269.190159,34700,0,0,0,34700,7569.1901587
933854,24049.849557,17900,0,0,0,17900,6149.8495567
933862,22344.435119,20100,0,0,0,20100,2244.4351187
933865,838927.77472,53700,0,0,0,53700,785227.77472
933877,223939.40971,68400,0,0,0,68400,155539.40971
933878,71000,25200,0,0,0,25200,45800
933890,244020.02321,46200,0,0,0,46200,197820.02321
933892,51880.882132,24600,0,0,0,24600,27280.882132
933893,74128.00857,40664.304187,0,0,0,40664.304187,33463.704383
933896,338073.62324,104400,0,0,0,104400,233673.62324
933903,74372.525701,51600,0,1600,1600,53200,21172.525701
933915,100406.06175,60800,2500,1800,4300,65100,35306.061754
933925,193260.57793,185400,0,0,0,185400,7860.5779271
933926,161733.9785,40200,0,2000,2000,42200,119533.9785
933933,218575.09159,159900,0,0,0,159900,58675.091592
933934,285784.30798,115100,0,8000,8000,123100,162684.30798
933935,259978.02348,96200,30000,4000,34000,130200,129778.02348
933942,66922.048385,35400,0,0,0,35400,31522.048385
933944,40503.673847,25400,0,0,0,25400,15103.673847
933946,27555.241626,13760,0,0,0,13760,13795.241626
933949,54171.670568,34200,0,2500,2500,36700,17471.670568
933953,41399.825742,20900,0,0,0,20900,20499.825742
933955,43573.346788,22900,700,1200,1900,24800,18773.346788
933958,136230.98394,75400,0,0,0,75400,60830.983935
933966,109310.84605,50500,0,0,0,50500,58810.846046
933975,29715.495652,20516.000336,0,0,0,20516.000336,9199.4953161
934057,26410.5953,21300,0,0,0,21300,5110.5953002
934061,45177.221416,17462,0,0,0,17462,27715.221416
934062,37445.304776,28800,0,0,0,28800,8645.3047758
934063,116282.3959,58200,0,0,0,58200,58082.395895
934111,30806.197741,13600,0,1000,1000,14600,16206.197741
934114,165712.45362,81000,0,0,0,81000,84712.453619
934115,842377.42291,176255.35577,0,0,0,176255.35577,666122.06714
934132,144997.66772,56600,0,0,0,56600,88397.667717
934140,109282.12999,49200,0,2000,2000,51200,58082.129992
934141,135040.90903,70200,7000,30000,37000,107200,27840.909032
934172,25202.142208,15590,0,0,0,15590,9612.142208
934180,51077.221073,18808,0,0,0,18808,32269.221073
934202,4.8032489219,16700,0,600,600,17300,-17295.19675
934215,58434.757875,33970,0,5000,5000,38970,19464.757875
934231,39890.09081,38800,0,2500,2500,41300,-1409.90919
934259,218351.06865,24700,0,0,0,24700,193651.06865
934264,295028.03139,72000,3000,10000,13000,85000,210028.03139
934265,265052.41347,124800,0,0,0,124800,140252.41347
934266,109013.55157,69200,0,0,0,69200,39813.551573
934268,198533.79339,53000,0,1200,1200,54200,144333.79339
934276,1001739.1986,206400,1000,2000,3000,209400,792339.19855
934277,471336.15703,74000,75000,0,75000,149000,322336.15703
934278,234867.91861,57000,0,15000,15000,72000,162867.91861
934280,238309.88703,64000,0,0,0,64000,174309.88703
934282,248727.47572,58600,6000,2000,8000,66600,182127.47572
934287,130216.92402,61800,0,3000,3000,64800,65416.924018
934289,79606.228881,30720,0,8000,8000,38720,40886.228881
934293,273424.11504,43400,0,70000,70000,113400,160024.11504
934294,128032.15241,50900,0,0,0,50900,77132.152408
934295,245470.62674,106000,0,0,0,106000,139470.62674
934296,121284.94089,76739.959444,0,1500,1500,78239.959444,43044.981447
934301,18346.483054,6860,0,0,0,6860,11486.483054
934306,69929.664181,30620,0,500,500,31120,38809.664181
934307,47178.898324,27200,0,0,0,27200,19978.898324
934308,66476.466108,40700,0,3000,3000,43700,22776.466108
934312,73925.473846,50520,0,0,0,50520,23405.473846
934315,65811.141381,33000,0,0,0,33000,32811.141381
934316,104530.79798,31100,0,0,0,31100,73430.797981
934324,51080.988703,34850,0,0,0,34850,16230.988703
934327,60216.920919,25500,0,0,0,25500,34716.920919
934329,177666.25711,55600,0,0,0,55600,122066.25711
934334,43954.943514,19520,0,0,0,19520,24434.943514
934336,44185.932216,28600,0,16000,16000,44600,-414.0677837
934350,84093.904183,43250,0,350,350,43600,40493.904183
934357,54064.667701,39800,0,0,0,39800,14264.667701
934358,43353.00229,25400,0,1500,1500,26900,16453.00229
934363,44058.878535,26440,0,0,0,26440,17618.878535
934365,79748.745773,40600,0,0,0,40600,39148.745773
934368,2950,7440,0,0,0,7440,-4490
934377,86949.228016,60500,0,0,0,60500,26449.228016
934389,143344.64597,58500,0,0,0,58500,84844.645971
934400,15400,20000,0,0,0,20000,-4600
934406,26160,26520,0,0,0,26520,-360
934411,141363.95481,80000,5000,0,5000,85000,56363.954811
934412,26170.437865,19300,0,0,0,19300,6870.437865
934424,71768.128882,36600,0,0,0,36600,35168.128882
934437,90223.954811,50600,0,3000,3000,53600,36623.954811
934439,117765.85667,73600,0,0,0,73600,44165.856672
934442,63328.8016,35600,4000,8000,12000,47600,15728.8016
934443,24362.920919,13800,0,2000,2000,15800,8562.9209191
934446,94292.39331,61400,14000,1500,15500,76900,17392.39331
934453,26002.479096,13040,0,0,0,13040,12962.479096
934461,246193.17325,45600,50000,0,50000,95600,150593.17325
934462,46935.966888,25400,0,0,0,25400,21535.966888
934467,139687.53935,71200,0,0,0,71200,68487.539346
934469,159079.09622,57800,0,0,0,57800,101279.09622
934480,1885762.39,111000,0,0,0,111000,1774762.39
934481,154114.80064,46500,0,0,0,46500,107614.80064
934483,254509.88703,71900,35000,0,35000,106900,147609.88703
934491,89348.041975,55400,0,0,0,55400,33948.041975
934492,43304.136805,37180,0,0,0,37180,6124.1368054
934494,69899.137748,39400,0,0,0,39400,30499.137748
934495,138296.383,52100,0,0,0,52100,86196.383003
934496,16005.494351,25780,0,0,0,25780,-9774.505649
934500,73925.408724,29000,0,0,0,29000,44925.408724
934503,59171.76175,28300,0,0,0,28300,30871.76175
934504,61006.916065,32880,0,1350,1350,34230,26776.916065
934505,33323.954811,31900,0,0,0,31900,1423.9548109
934506,45221.114816,18200,0,1600,1600,19800,25421.114816
934515,16896.722117,14300,0,0,0,14300,2596.7221168
934519,82782.313835,96600,0,0,0,96600,-13817.68616
934520,27125.285521,26500,0,750,750,27250,-124.7144793
934524,60861.766681,28000,0,0,0,28000,32861.766681
934525,133414.04562,42000,19000,3700,22700,64700,68714.045621
934551,19606.197741,8440,0,0,0,8440,11166.197741
934552,71388.91118,34660,19000,0,19000,53660,17728.91118
934559,24054.364238,12800,0,0,0,12800,11254.364238
934563,68027.596344,33900,0,0,0,33900,34127.596344
934574,30857.896488,13000,0,0,0,13000,17857.896488
934578,130919.77405,45800,0,0,0,45800,85119.774054
934600,87085.98675,71600,0,0,0,71600,15485.98675
934615,86388.504464,46100,0,0,0,46100,40288.504464
934621,160895.89057,76400,0,0,0,76400,84495.890567
934629,41702.262719,22600,0,0,0,22600,19102.262719
934645,73384.796649,33100,0,0,0,33100,40284.796649
934671,118394.64984,25300,0,0,0,25300,93094.649841
934702,148092.96611,29200,-1400,0,-1400,27800,120292.96611
934713,173501.42657,61060,0,0,0,61060,112441.42657
934716,54019.045925,22700,0,0,0,22700,31319.045925
934718,79680.060862,35200,0,0,0,35200,44480.060862
934726,78088.764272,39600,19000,0,19000,58600,19488.764272
934731,65671.815989,32800,0,0,0,32800,32871.815989
934734,53246.990883,20300,0,0,0,20300,32946.990883
934737,91533.135599,47600,0,2000,2000,49600,41933.135599
934753,81881.20198,31500,0,0,0,31500,50381.20198
934764,140902.21653,61600,0,2000,2000,63600,77302.216533
934766,29335.567588,37678.381453,0,500,500,38178.381453,-8842.813866
934770,58873.970751,19100,0,0,0,19100,39773.970751
934778,25931.977405,18940,0,0,0,18940,6991.9774054
934782,149569.5856,51000,0,0,0,51000,98569.585596
934786,163021.67837,60300,0,700,700,61000,102021.67837
934790,49320.437865,25350,0,0,0,25350,23970.437865
934791,44241.98941,14380,0,0,0,14380,29861.98941
934793,67358.519244,24120,0,500,500,24620,42738.519244
934803,15743.045059,25900,0,0,0,25900,-10156.95494
934811,34677.471757,13800,0,0,0,13800,20877.471757
934815,39777.531699,19000,0,0,0,19000,20777.531699
934818,41471.426568,13970,0,200,200,14170,27301.426568
934826,412943.79902,227200,180000,0,180000,407200,5743.7990196
934844,42000,16740,0,0,0,16740,25260
934869,48692.966108,22000,0,0,0,22000,26692.966108
934870,21065.494351,15600,0,0,0,15600,5465.4943514
934871,89377.471757,42100,0,0,0,42100,47277.471757
934872,15207.747176,12200,0,0,0,12200,3007.7471757
934878,16009.296611,17300,0,0,0,17300,-1290.703389
934892,465014.65622,93300,8000,0,8000,101300,363714.65622
934900,123136.26764,44300,0,0,0,44300,78836.267636
934903,160542.16944,49100,0,0,0,49100,111442.16944
934904,48564.530062,13000,0,0,0,13000,35564.530062
934906,56000,15600,0,0,0,15600,40400
934907,36981.210008,30700,0,0,0,30700,6281.2100079
934908,37860,9200,0,0,0,9200,28660
934912,36085.196325,14400,0,0,0,14400,21685.196325
934915,205253.53953,125000,100000,0,100000,225000,-19746.46047
934918,136715.12073,45350,0,0,0,45350,91365.120733
934921,32850.417616,14100,2000,0,2000,16100,16750.417616
934927,44809.296611,31200,0,0,0,31200,13609.296611
934928,68416.023099,30240,0,800,800,31040,37376.023099
934930,70495.754993,15700,0,0,0,15700,54795.754993
934943,41647.909622,26400,0,0,0,26400,15247.909622
934951,766379.51988,95300,0,0,0,95300,671079.51988
934956,62640.646611,50300,0,1500,1500,51800,10840.646611
934958,229090.87573,148400,0,1000,1000,149400,79690.87573
934960,231940.83692,61100,0,0,0,61100,170840.83692
934967,124904.88703,65100,0,0,0,65100,59804.887027
934971,77149.887027,26100,9000,0,9000,35100,42049.887027
934979,25192.966108,20600,0,0,0,20600,4592.9661082
934981,9509.2966108,8800,0,0,0,8800,709.29661082
934983,85380.932216,43100,0,0,0,43100,42280.932216
934989,26392.966108,12000,0,0,0,12000,14392.966108
934991,25875.932216,17600,0,0,0,17600,8275.9322163
935000,28218.241527,17620,0,0,0,17620,10598.241527
935001,84548.208162,37527.978218,0,1500,1500,39027.978218,45520.229944
935003,115792.96611,52000,0,1000,1000,53000,62792.966108
935004,37182.134804,20240,1300,0,1300,21540,15642.134804
935007,39918.299043,28540,4800,0,4800,33340,6578.299043
935008,94887.6097,33114.643592,0,0,0,33114.643592,61772.966108
935009,129935.93222,34900,0,0,0,34900,95035.932216
935011,46461.977405,20700,0,3000,3000,23700,22761.977405
935014,268977.76217,118500,0,5000,5000,123500,145477.76217
935023,45580.988703,35040,8750,0,8750,43790,1790.9887027
935024,68523.954811,46900,0,0,0,46900,21623.954811
935026,86571.258262,46800,0,20000,20000,66800,19771.258262
935041,126363.46791,32700,0,0,0,32700,93663.467914
935042,81419.774054,24100,0,0,0,24100,57319.774054
935043,60797.814635,20800,0,0,0,20800,39997.814635
935044,31780.437865,23000,0,0,0,23000,8780.437865
935045,51009.703579,22604,0,2000,2000,24604,26405.703579
935054,9810,14600,0,0,0,14600,-4790
935073,301777.28623,171400,44000,10000,54000,225400,76377.286233
935077,38355.54218,28280,0,0,0,28280,10075.54218
935097,98949.686993,50800,0,0,0,50800,48149.686993
935103,57496.83933,36900,0,1800,1800,38700,18796.83933
935127,74095.062524,30700,0,0,0,30700,43395.062524
935132,54741.408813,29000,0,0,0,29000,25741.408813
935147,27661.977405,18840,0,0,0,18840,8821.9774054
935156,2374258.2585,554225,0,5000,5000,559225,1815033.2585
935161,272638.76691,87090,0,0,0,87090,185548.76691
935165,211947.42146,197400,0,0,0,197400,14547.421463
935171,176735.12423,88600,26000,0,26000,114600,62135.124229
935178,88109.171407,55600,0,1500,1500,57100,31009.171407
935187,697556.81589,130700,0,0,0,130700,566856.81589
935193,179576.50943,157000,60000,0,60000,217000,-37423.49057
935195,287389.60524,54800,0,3000,3000,57800,229589.60524
935201,199442.83966,162000,0,0,0,162000,37442.83966
935208,214054.68741,45662,0,0,0,45662,168392.68741
935233,457108.16579,69000,0,0,0,69000,388108.16579
935234,82181.189328,47800,0,0,0,47800,34381.189328
935235,87005.925533,56000,0,0,0,56000,31005.925533
935241,26931.654015,22140,0,550,550,22690,4241.6540149
935242,20745.698785,16600,0,0,0,16600,4145.6987848
935274,76619.446662,28200,0,0,0,28200,48419.446662
935280,98673.443014,41000,0,0,0,41000,57673.443014
935281,46448.725935,36800,8000,0,8000,44800,1648.7259351
935285,43685.409496,23460,0,0,0,23460,20225.409496
935299,56118.535311,48600,22000,0,22000,70600,-14481.46469
935300,94460.723179,37000,20000,0,20000,57000,37460.723179
935303,111155.00198,50400,0,0,0,50400,60755.001982
935305,44535.878235,26400,0,0,0,26400,18135.878235
935307,103577.47503,95800,0,0,0,95800,7777.4750257
935309,68929.490697,27500,0,0,0,27500,41429.490697
935388,15272.788983,9840,0,0,0,9840,5432.7889832
935392,140091.81638,44000,11000,0,11000,55000,85091.816376
935401,31930.988703,20400,0,0,0,20400,11530.988703
935409,15526.197741,15440,0,0,0,15440,86.197740544
935415,15001.859322,13400,0,0,0,13400,1601.8593222
935423,14304.648305,10540,0,0,0,10540,3764.6483054
935431,78021.063766,48900,0,0,0,48900,29121.063766
935434,67207.796649,35200,0,0,0,35200,32007.796649
935443,86495.819244,38900,0,0,0,38900,47595.819244
935445,45421.692092,35000,0,0,0,35000,10421.692092
935449,77723.954811,23300,0,5000,5000,28300,49423.954811
935490,64615.494351,23800,0,0,0,23800,40815.494351
935558,141220.12149,131200,0,0,0,131200,10020.121494
935579,118956.66536,104800,10000,3000,13000,117800,1156.6653631
935587,304859.63038,131000,0,2000,2000,133000,171859.63038
935594,295678.15201,92800,2500,0,2500,95300,200378.15201
935636,83809.887027,44000,0,0,0,44000,39809.887027
935638,950289.91422,393000,0,0,0,393000,557289.91422
935643,88183.476788,42912.755002,0,800,800,43712.755002,44470.721786
935659,33951.84061,23800,0,0,0,23800,10151.84061
935666,63598.455422,28700,0,0,0,28700,34898.455422
935676,55417.946386,22440,0,500,500,22940,32477.946386
935682,57010.560457,46200,0,0,0,46200,10810.560457
935683,40209.21546,24200,0,0,0,24200,16009.21546
935685,116764.83054,28300,0,0,0,28300,88464.830541
935686,226283.22838,193017.73403,0,0,0,193017.73403,33265.494351
935693,113440.3883,34700,0,2000,2000,36700,76740.388297
935695,34116.920919,32400,0,0,0,32400,1716.9209191
935697,61090.556302,34700,0,0,0,34700,26390.556302
935702,63772.966108,66260,500,1300,1800,68060,-4287.033892
935705,76360.796676,42900,0,0,0,42900,33460.796676
935713,6891.5494351,6760,0,0,0,6760,131.54943514
935714,75223.954811,60400,0,0,0,60400,14823.954811
935716,141435.17476,47400,0,500,500,47900,93535.17476
935729,27400,15720,0,0,0,15720,11680
935741,30314.59742,18520,130,0,130,18650,11664.59742
935746,98229.408324,59000,0,1500,1500,60500,37729.408324
935762,177539.70259,45020.430027,0,0,0,45020.430027,132519.27257
935808,57445.482122,25700,0,0,0,25700,31745.482122
935825,429257.74588,185488,0,0,0,185488,243769.74588
935827,51769.978269,30600,0,0,0,30600,21169.978269
935831,189424.77728,60456,0,0,0,60456,128968.77728
935846,200,5310,0,0,0,5310,-5110
935850,154187.12068,63800,0,2000,2000,65800,88387.120684
935852,51883.032696,25900,0,0,0,25900,25983.032696
935853,346346.05635,193000,0,0,0,193000,153346.05635
935862,242068.03309,84400,0,0,0,84400,157668.03309
935871,56208.483054,43362,0,0,0,43362,12846.483054
935877,94473.30256,71400,0,1200,1200,72600,21873.30256
935892,115434.50185,33400,0,0,0,33400,82034.501849
935893,80333.388874,44000,0,0,0,44000,36333.388874
935905,34096.020405,18400,0,0,0,18400,15696.020405
935906,113025.50179,28900,0,0,0,28900,84125.50179
935908,26427.889832,19700,0,0,0,19700,6727.8898324
935916,27917.471757,22640,0,0,0,22640,5277.4717568
935923,49261.977405,35660,0,1000,1000,36660,12601.977405
935927,78401.549435,73800,0,0,0,73800,4601.5494351
935940,61061.069618,21290,0,0,0,21290,39771.069618
935941,68233.440436,34200,0,0,0,34200,34033.440436
935943,14474.636019,15200,0,0,0,15200,-725.3639813
935944,31200,8860,10000,0,10000,18860,12340
935953,29538.395481,22700,0,0,0,22700,6838.3954811
935960,128160.08091,43900,23000,600,23600,67500,60660.080912
935987,80718.204215,36600,0,0,0,36600,44118.204215
935993,50423.954811,31200,0,0,0,31200,19223.954811
935994,253359.32216,48200,0,0,0,48200,205159.32216
935999,70951.448663,23100,0,0,0,23100,47851.448663
936001,156156.49162,40000,70000,0,70000,110000,46156.491622
936004,243028.10724,33600,0,0,0,33600,209428.10724
936011,221563.88703,89800,0,1000,1000,90800,130763.88703
936017,142619.77405,44200,0,0,0,44200,98419.774054
936029,117797.32874,29120,0,500,500,29620,88177.328736
936039,86493.451176,37000,0,60,60,37060,49433.451176
936048,23915.296611,19340,0,0,0,19340,4575.2966108
936049,48113.599657,32440,0,2000,2000,34440,13673.599657
936059,33885.235636,15320,0,0,0,15320,18565.235636
936064,14740.619774,10900,0,0,0,10900,3840.6197741
936071,81207.909622,24400,0,0,0,24400,56807.909622
936093,222299.49377,56500,17000,0,17000,73500,148799.49377
936100,111230.9887,43900,16600,300,16900,60800,50430.988703
936118,54497.835728,33900,0,35000,35000,68900,-14402.16427
936133,86990.291617,35900,0,2000,2000,37900,49090.291617
936150,32088.904016,25400,0,1000,1000,26400,5688.9040156
936153,109010.3822,62000,80000,0,80000,142000,-32989.6178
936161,102091.94614,37200,30000,0,30000,67200,34891.946142
936227,13050.995422,14500,0,0,0,14500,-1449.004578
936237,42559.102107,25800,0,2500,2500,28300,14259.102107
936247,86445.077167,41800,0,5000,5000,46800,39645.077167
936252,64880.74931,37600,0,10000,10000,47600,17280.74931
936253,72121.079513,38800,0,4000,4000,42800,29321.079513
936268,71614.351451,48800,25000,5000,30000,78800,-7185.648549
936272,59628.113405,35000,20000,5000,25000,60000,-371.8865954
936278,64853.337023,29400,0,3000,3000,32400,32453.337023
936289,44680.679271,38400,2000,2000,4000,42400,2280.6792707
936316,53900.508513,54600,0,7000,7000,61600,-7699.491487
936359,99047.202107,51200,10000,6000,16000,67200,31847.202107
936370,51335.464288,36500,0,2000,2000,38500,12835.464288
936406,12634.790962,10830,0,0,0,10830,1804.7909622
936411,69450.66587,40400,0,3000,3000,43400,26050.66587
936412,43966.882816,30200,0,5000,5000,35200,8766.8828156
936424,82446.843937,41200,12000,1200,13200,54400,28046.843937
936426,80202.356415,41700,-5000,2200,-2800,38900,41302.356415
936427,33811.577082,26800,0,700,700,27500,6311.5770816
936429,37905.760705,35900,0,1200,1200,37100,805.76070548
936436,20402.389211,16540,0,0,0,16540,3862.3892113
936453,56151.679727,28700,0,1700,1700,30400,25751.679727
936454,23634.087573,14800,0,0,0,14800,8834.087573
936456,43520.142657,27600,0,0,0,27600,15920.142657
936459,81564.66746,53322,0,10000,10000,63322,18242.66746
936465,280467.35281,35280,0,0,0,35280,245187.35281
936470,408503.5891,95500,0,0,0,95500,313003.5891
936478,203715.31967,69000,0,12000,12000,81000,122715.31967
936483,136184.32159,73800,0,0,0,73800,62384.321593
936513,404730.88072,60700,0,0,0,60700,344030.88072
936619,87085.970291,52700,0,0,0,52700,34385.970291
936624,38901.207772,41100,0,0,0,41100,-2198.792228
936635,113907.74718,24600,0,0,0,24600,89307.747176
936638,20234.386517,26400,4000,0,4000,30400,-10165.61348
936649,124726.55119,61000,0,2000,2000,63000,61726.551186
936651,195615.41079,61200,25000,3000,28000,89200,106415.41079
936656,487440.17687,103000,0,20000,20000,123000,364440.17687
936657,44808.852638,29900,0,500,500,30400,14408.852638
936660,50873.909418,26600,0,0,0,26600,24273.909418
936661,108035.1438,38000,0,0,0,38000,70035.143801
936664,173899.17421,137000,0,0,0,137000,36899.174207
936666,172826.61733,50800,0,0,0,50800,122026.61733
936667,25304.317651,14700,0,0,0,14700,10604.317651
936668,775235.53268,81000,0,0,0,81000,694235.53268
936671,17502.479096,16800,0,0,0,16800,702.47909622
936678,40200,24400,0,0,0,24400,15800
936682,146494.62424,61600,0,0,0,61600,84894.62424
936683,201148.9343,66600,0,0,0,66600,134548.9343
936684,185864.42225,100400,0,0,0,100400,85464.422255
936688,140717.08593,37340,0,3000,3000,40340,100377.08593
936689,149105.86604,135600,0,0,0,135600,13505.866041
936691,57219.699506,47000,0,0,0,47000,10219.699506
936692,181117.13296,104000,0,0,0,104000,77117.132959
936693,115835.77977,47000,0,0,0,47000,68835.779767
936701,87000,49000,0,0,0,49000,38000
936704,239003.75838,49800,0,0,0,49800,189203.75838
936711,187441.85032,66000,0,0,0,66000,121441.85032
936723,216467.05484,142400,0,0,0,142400,74067.054845
936739,178804.09157,46128.132613,0,3000,3000,49128.132613,129675.95895
936751,44522.280019,12840,0,0,0,12840,31682.280019
936754,41623.241527,21500,0,0,0,21500,20123.241527
936759,50358.273002,27200,15000,0,15000,42200,8158.273002
936762,23069.48751,14400,0,0,0,14400,8669.4875104
936765,96592.164095,40600,0,1000,1000,41600,54992.164095
936768,84123.068411,47160,0,0,0,47160,36963.068411
936773,21360.598834,12600,0,3000,3000,15600,5760.5988339
936777,74616.655682,23200,0,0,0,23200,51416.655682
936779,18589.084756,10520,0,0,0,10520,8069.0847556
936783,61180.853724,39800,4000,0,4000,43800,17380.853724
936788,59095.494351,30080,0,0,0,30080,29015.494351
936789,36123.469738,16900,0,600,600,17500,18623.469738
936792,34641.996611,31870,0,0,0,31870,2771.9966108
936793,72692.966108,35500,20000,0,20000,55500,17192.966108
936794,179784.04252,68500,0,0,0,68500,111284.04252
936796,142889.20289,31000,0,300,300,31300,111589.20289
936799,8897.5855216,11700,0,0,0,11700,-2802.414478
936801,94462.655955,39970,9000,0,9000,48970,45492.655955
936803,69117.374554,40800,0,0,0,40800,28317.374554
936813,20515.494351,16220,0,0,0,16220,4295.4943514
936814,83237.258923,38788.53652,0,0,0,38788.53652,44448.722403
936824,263027.00024,45900,0,0,0,45900,217127.00024
936831,20004.402963,12600,3000,0,3000,15600,4404.4029628
936839,52160.678359,25500,42000,1000,43000,68500,-16339.32164
936850,449181.56434,120000,0,5000,5000,125000,324181.56434
936862,84580.627042,52200,0,2000,2000,54200,30380.627042
936872,225481.52738,56600,0,0,0,56600,168881.52738
936874,62008.678039,32600,0,0,0,32600,29408.678039
936875,80133.623271,14260,5000,0,5000,19260,60873.623271
936912,21689.840742,20400,0,0,0,20400,1289.8407415
936918,68657.019866,35700,92000,0,92000,127700,-59042.98013
936942,14399.940106,16600,0,0,0,16600,-2200.059894
936946,57633.928217,23840,0,0,0,23840,33793.928217
936956,61578.598044,48000,0,0,0,48000,13578.598044
936969,118086.84298,71600,0,0,0,71600,46486.842985
936975,77004.075641,67640,0,0,0,67640,9364.0756414
936976,126007.13219,27100,0,500,500,27600,98407.132192
936993,124537.37011,38700,0,0,0,38700,85837.370108
936999,31832.210467,42800,0,0,0,42800,-10967.78953
937000,102587.92113,67000,0,0,0,67000,35587.921129
937011,59272.307518,36900,0,0,0,36900,22372.307518
937017,63152.845906,35500,0,0,0,35500,27652.845906
937018,126498.20421,78700,0,0,0,78700,47798.204215
937021,36154.20361,25800,0,0,0,25800,10354.20361
937024,150213.7265,118900,0,0,0,118900,31313.726495
937030,130358.56656,74700,10000,3000,13000,87700,42658.566564
937034,55150.988703,21100,0,0,0,21100,34050.988703
937056,92916.134046,61836,0,2000,2000,63836,29080.134046
937081,227331.97517,110100,0,6000,6000,116100,111231.97517
937088,51904.943514,29400,0,0,0,29400,22504.943514
937103,53721.251173,36380,0,0,0,36380,17341.251173
937120,143139.76678,73380,0,0,0,73380,69759.766784
937125,404122.5256,150000,0,0,0,150000,254122.5256
937156,43689.662685,30100,0,3500,3500,33600,10089.662685
937158,281410.66306,36279.58751,0,0,0,36279.58751,245131.07555
937162,387145.74005,237500,-600,0,-600,236900,150245.74005
937173,146002.94794,110100,0,0,0,110100,35902.947941
937193,389462.34314,129900,5000,1500,6500,136400,253062.34314
937194,150214.2837,83961,600,800,1400,85361,64853.283704
937209,65225.320125,41800,0,0,0,41800,23425.320125
937211,111937.87989,25400,0,0,0,25400,86537.879887
937234,53272.929882,41100,0,0,0,41100,12172.929882
937249,207830.69086,183800,0,800,800,184600,23230.690864
937266,71442.941806,34400,0,1600,1600,36000,35442.941806
937306,242723.54184,60340,0,0,0,60340,182383.54184
937326,147596.38515,76300,0,0,0,76300,71296.385147
937328,134378.70295,61900,0,1200,1200,63100,71278.702946
937332,32111.55933,32200,0,0,0,32200,-88.4406702
937358,48546.483054,24440,0,200,200,24640,23906.483054
937362,56419.018857,51700,0,0,0,51700,4719.0188571
937371,55872.540938,39150,0,0,0,39150,16722.540938
937375,77371.776108,56400,0,0,0,56400,20971.776108
937431,180371.7193,81700,0,1000,1000,82700,97671.719301
937437,21131.206339,20190,0,0,0,20190,941.2063387
937442,19551.026588,13780,10000,0,10000,23780,-4228.973412
937443,22304.958192,12080,0,0,0,12080,10224.958192
937455,124548.56939,50600,0,0,0,50600,73948.569391
937460,423527.70568,76900,50000,0,50000,126900,296627.70568
937464,166626.61642,28740,0,0,0,28740,137886.61642
937469,50431.56839,22070,0,0,0,22070,28361.56839
937470,18892.855348,17200,0,0,0,17200,1692.8553479
937475,75821.348791,59600,22000,800,22800,82400,-6578.651209
937476,25700.371918,22080,0,0,0,22080,3620.3719177
937478,68174.954254,37650,9000,0,9000,46650,21524.954254
937480,64500.907549,25440,0,0,0,25440,39060.907549
937484,50052.501612,25540,0,0,0,25540,24512.501612
937485,59324.428442,33220,0,0,0,33220,26104.428442
937519,1238278.3513,48800,0,0,0,48800,1189478.3513
937521,221252.06558,102800,0,0,0,102800,118452.06558
937522,43696.537199,32150,0,0,0,32150,11546.537199
937530,104815.69226,74100,15000,0,15000,89100,15715.692255
937535,54863.136933,34400,0,0,0,34400,20463.136933
937542,79014.130064,48520,15000,0,15000,63520,15494.130064
937550,225372.60026,36200,0,0,0,36200,189172.60026
937559,397382.30777,120800,0,0,0,120800,276582.30777
937570,195785.73427,40900,0,0,0,40900,154885.73427
937585,99698.993825,32000,0,1000,1000,33000,66698.993825
937588,50409.887027,32900,0,0,0,32900,17509.887027
937591,23854.943514,12800,0,0,0,12800,11054.943514
937603,103195.54618,58700,7000,0,7000,65700,37495.546179
937608,74071.526924,24700,0,700,700,25400,48671.526924
